HIP,X,Y,Z,Exo,Discorery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
88635,0.712,-28.083,-16.497,0,None,0,0,0,-0.22,-2.48,,,0.18,-0.08,-0.09,-0.07,-0.07,-0.08,-0.07,-0.07,-0.14,-0.32,-0.1,-0.2,
88637,0.771,-30.315,11.912,0,None,0,0,0,-0.14,,,,-0.06,-0.76,0.04,-0.27,-0.07,0.51,0.01,0.01,0.06,-0.2,0.27,-0.17,0.99
88644,1.202,-46.912,5.837,0,None,0,0,0,-0.02,,0.03,-0.05,-0.17,0.11,-0.05,-0.04,0.04,0.18,0.1,0.07,0.06,-0.14,0.09,-0.06,-0.03
88650,1.418,-54.565,-31.409,1,Radial Velocity,1,2.89,1.02,0.25,,0.28,0.35,0.15,0.28,0.15,0.14,0.28,,0.23,,0.22,0.35,,0.22,
88654,3.692,-141.023,220.243,0,None,0,0,0,-0.17,,-0.22,-0.13,-0.32,-0.1,-0.19,-0.17,-0.1,-0.02,-0.19,-0.15,-0.21,-0.47,-0.16,-0.2,-0.34
88656,1.437,-54.64,-7.787,0,None,0,0,0,-0.14,,-0.35,0.01,-0.37,-0.16,-0.66,-0.12,-0.09,,-0.08,-0.32,-0.16,-0.55,,-0.26,-0.16
88658,0.398,-15.091,61.148,0,None,0,0,0,0.02,-0.68,0.03,-0.06,0.02,0.02,-0.06,0.06,0.06,0.24,0.08,0.12,0.08,-0.04,0.06,0.12,-0.11
88671,6.092,-227.932,-1.775,0,None,0,0,0,0.06,-1.25,,,0.46,0.23,0.31,0.21,0.1,0.16,0.16,0.05,0.2,-0.12,0.13,0.07,0.12
88683,1.596,-58.7,-30.559,0,None,0,0,0,0.31,,0.37,,0.39,0.22,0.17,0.3,0.24,0.26,0.25,0.32,0.28,0.19,0.3,0.32,0.18
88684,0.981,-35.947,-2.989,0,None,0,0,0,0.05,,,,0.19,0.15,0.25,0.17,0.12,0.08,0.14,0.19,0.13,0.21,0.2,0.12,-0.17
88694,0.386,-13.829,-10.059,0,None,0,0,0,0.06,,,,,,,-0.07,-0.04,,0.03,-0.01,-0.11,-0.11,-0.01,-0.09,
88696,3.599,-128.216,251.22,0,None,0,0,0,-0.14,,-0.22,-0.02,-0.17,-0.1,-0.21,-0.09,-0.08,-0.02,-0.17,-0.09,-0.12,-0.36,-0.12,-0.13,-0.11
88707,1.022,-35.604,321.755,0,None,0,0,0,-0.67,,-0.47,-0.28,-0.62,-0.51,-0.7,-0.56,-0.43,-0.42,-0.56,-0.53,-0.58,-0.9,-0.49,-0.55,
88716,1.937,-66.485,137.721,0,None,0,0,0,-0.3,,-0.4,-0.07,-0.67,-0.31,-0.6,-0.45,-0.32,-0.37,-0.47,-0.48,-0.6,-0.97,-0.46,-0.58,-0.74
88724,1.313,-44.162,4.964,0,None,0,0,0,0.22,,0.27,,0.25,0.37,0.2,0.21,0.28,0.47,0.22,0.19,0.25,0.2,0.34,0.22,0.36
88728,1.457,-48.746,7.616,0,None,0,0,0,-0.06,-1.88,,-0.07,-0.22,0.1,-0.21,-0.01,0,0.69,0.17,0.13,0.08,-0.24,0.42,-0.09,0.14
88732,2.571,-85.484,104.946,0,None,0,0,0,-0.21,,,,-0.11,-0.04,-0.17,-0.11,-0.11,0.02,-0.15,-0.08,-0.11,-0.33,-0.07,-0.12,
88745,0.418,-13.627,8.05,0,None,0,0,0,-0.54,-0.93,-0.28,-0.32,-0.5,-0.33,-0.47,-0.42,-0.36,-0.33,-0.38,-0.48,-0.51,-0.82,-0.36,-0.52,-0.39
88765,2.471,-77.488,11.91,0,None,0,0,0,0.03,-3.02,-0.24,-0.13,0.28,0.16,0.13,0.17,0.1,0.02,0.06,-0.04,0.01,0.15,0.03,0.02,0.03
88773,2.452,-76.391,-57.33,0,None,0,0,0,0.07,,0.1,0.12,0.05,-0.02,-0.12,0.1,0.02,,0.08,0.04,0.04,,0.02,0.08,
88780,1.16,-35.827,162.944,0,None,0,0,0,-0.06,,0.08,0.15,-0.08,0.07,0.02,0,0.12,0.24,0.08,0.15,0.12,-0.08,0.07,0.07,-0.11
88782,1.573,-48.467,-51.818,0,None,0,0,0,0.12,,0.09,0.12,0.1,0.09,0.1,0.16,0.07,,0.12,0.05,0.11,,0.09,0.15,
88788,2.257,-69.128,65.547,0,None,0,0,0,0,-1.46,-0.86,-0.03,0.39,0.09,0.1,0.19,0.03,0.09,-0.05,0.12,0.01,-0.13,-0.02,-0.05,0.04
88790,2.034,-62.214,95.13,0,None,0,0,0,0,,0.12,0.08,0.01,0.08,0.02,0.06,0.14,0.22,0.12,0.16,0.16,0.06,0.06,0.16,0.09
88813,3.428,-100.72,242.297,0,None,0,0,0,-0.23,,-0.24,-0.27,-0.37,-0.22,-0.27,-0.21,-0.17,-0.01,-0.17,-0.14,-0.28,-0.47,-0.19,-0.27,-0.48
88827,8.478,-244.502,8.012,0,None,0,0,0,-1.89,-1,,-1.51,,-1.58,,-1.74,-1.54,,-1.42,,-1.73,-2.42,-1.84,-1.95,
88836,1.777,-50.651,37.368,0,None,0,0,0,0.22,-3.25,0.05,0.06,0.45,0.38,0.46,0.4,0.21,0.42,0.25,0.33,0.21,0.55,0.36,0.32,0.13
88839,3.48,-98.626,-53.487,0,None,0,0,0,0,,-1.38,-0.04,0.42,0.08,0.17,0.09,0.08,0.22,0.18,0.19,0.08,0.08,0.18,0.01,
88852,2.055,-56.28,54.6,0,None,0,0,0,0,-0.08,,,-0.13,0.08,-0.31,-0.02,0.11,0.17,0.08,0.01,0.05,-0.2,0.03,-0.05,0.21
88877,6.922,-183.379,293.444,0,None,0,0,0,-0.24,,-0.16,-0.11,-0.41,-0.2,-0.28,-0.26,-0.18,-0.08,-0.22,-0.21,-0.32,-0.57,-0.25,-0.29,-0.38
88894,9.021,-233.689,251.84,0,None,0,0,0,-0.36,,-0.23,-0.12,-0.32,-0.22,-0.32,-0.23,-0.18,-0.14,-0.27,-0.21,-0.26,-0.53,-0.23,-0.24,
88913,1.292,-32.964,14.797,0,None,0,0,0,-0.19,-1.63,-0.27,-0.27,-0.12,-0.12,-0.1,-0.08,-0.09,0.05,-0.08,-0.11,-0.16,-0.33,-0.11,-0.11,-0.22
88937,1.426,-35.313,-17.326,0,None,0,0,0,-0.48,-1.02,,,-0.51,,-0.53,-1.04,-3.37,-0.42,-0.5,,-0.54,,,-1.76,
88942,1.215,-29.935,-12.661,0,None,0,0,0,0.33,,0.39,0.31,0.35,0.32,0.37,0.33,0.36,0.41,0.38,0.56,0.42,0.3,0.44,0.35,0.51
88945,0.863,-21.128,12.185,0,None,0,0,0,0.04,-2.18,-0.08,-0.01,-0.15,-0.05,-0.09,-0.06,0.11,0.12,0.04,-0.02,0.05,-0.2,-0.09,-0.06,0.11
88958,3.438,-82.747,0.566,0,None,0,0,0,0.02,,,,0.05,0.12,0.11,0.05,0.1,0.75,0.12,0.14,0.02,-0.18,0.35,-0.03,0.41
88972,0.365,-8.679,6.899,0,None,0,0,0,-0.14,,-0.01,-0.02,-0.12,0.08,0.04,-0.05,-0.02,0.11,0.12,-0.04,-0.1,-0.3,0.1,-0.09,-0.29
88998,1.57,-36.359,68.104,0,None,0,0,0,-0.44,,0.1,-0.02,0.12,-0.01,-0.12,-0.01,0.05,0.18,-0.03,0.06,0.09,-0.08,0.01,0.03,-0.11
89014,3.294,-75.116,44.893,0,None,0,0,0,-0.09,,,,-0.12,-0.02,-0.15,-0.11,-0.01,0.36,-0.01,-0.08,0,-0.26,0.13,-0.11,0.04
89017,7.325,-166.837,250.088,0,None,0,0,0,-0.2,,,,-0.26,-0.18,-0.3,-0.21,-0.17,-0.05,-0.22,-0.17,-0.23,-0.47,-0.17,-0.2,-0.3
89036,3.17,-70.154,-42.383,0,None,0,0,0,0.02,,,-0.12,-0.2,-0.01,-0.13,-0.06,0,0.08,-0.03,-0.15,-0.05,-0.17,0.05,-0.05,-0.11
89042,0.379,-8.315,-15.656,0,None,0,0,0,0.02,-1.23,-0.2,0.02,0.02,0.01,-0.04,-0.02,-0.02,-0.03,0,-0.18,-0.11,-0.2,-0.04,-0.06,
89047,1.328,-28.892,40.23,1,Radial Velocity,1,1.7,1.64,0.07,,-0.1,0.04,0.06,0.12,0.12,0.12,0.01,0.06,0.11,0.12,0,0.11,0.1,0.07,
89048,4.344,-94.493,206.424,0,None,0,0,0,-0.28,,-0.4,-0.26,-0.45,-0.48,-0.62,-0.52,-0.5,-0.36,-0.48,-0.45,-0.56,-0.84,-0.48,-0.53,-0.25
89076,3.777,-80.311,-57.302,0,None,0,0,0,0.05,,,-0.04,-0.07,-0.01,-0.07,0.02,0.02,0.12,-0.05,-0.07,0.01,-0.1,0.08,0.03,-0.02
89082,10.055,-212.558,209.832,0,None,0,0,0,-0.3,,-0.45,-0.39,-0.26,-0.16,-0.26,-0.13,-0.16,-0.12,-0.3,-0.28,-0.19,-0.49,-0.25,-0.24,-0.14
89093,5.819,-120.908,153.492,0,None,0,0,0,-0.13,,-0.22,-0.03,-0.35,-0.08,-0.22,-0.12,-0.14,0.19,-0.17,-0.14,-0.24,-0.42,,-0.21,
89105,2.493,-51.336,-33.366,0,None,0,0,0,0.1,,,-0.04,-0.09,0.08,-0.05,0.05,0.1,0.09,0.03,0,0.08,-0.04,0.12,0.06,0.13
89112,3.647,-74.371,-76.983,0,None,0,0,0,-0.06,,,,0.26,-0.08,0.02,0.07,0.04,-0.01,0.02,0.03,0,0.03,-0.01,-0.07,
89138,3.645,-72.423,128.756,0,None,0,0,0,-0.17,,,,-0.32,-0.18,-0.25,-0.22,-0.16,,-0.18,-0.17,-0.25,-0.43,-0.19,-0.24,-0.31
89143,4.627,-91.45,102.734,0,None,0,0,0,-0.16,,-0.24,-0.06,-0.26,-0.04,-0.25,-0.1,-0.19,-0.02,-0.21,-0.12,-0.16,-0.4,-0.14,-0.17,
89153,4.111,-80.308,-35.301,0,None,0,0,0,-0.04,-3.36,-0.26,-0.08,0,-0.02,0.08,0.06,-0.01,-0.07,-0.06,-0.2,-0.04,-0.08,0.02,-0.09,-0.06
89169,4.869,-94.222,213.267,0,None,0,0,0,-0.15,,-0.11,0.07,-0.32,-0.16,-0.21,-0.11,-0.05,0.03,-0.09,-0.03,-0.09,-0.31,-0.08,-0.11,-0.13
89175,5.902,-113.307,146.888,0,None,0,0,0,-0.08,,-0.19,-0.04,-0.1,-0.11,-0.12,-0.06,-0.08,0.12,-0.07,0.04,-0.03,-0.23,-0.04,-0.1,
89188,4.038,-76.406,272.824,0,None,0,0,0,-0.22,,0.01,0.1,-0.24,-0.02,-0.07,0.03,-0.11,0.15,-0.03,0.04,-0.11,-0.27,0.06,0.03,0.02
89204,10.098,-188.734,248.275,0,None,0,0,0,-0.04,,0.02,0.11,0.03,0.13,0.05,0.16,-0.01,0.15,-0.01,0.1,0.04,-0.11,0.12,0.16,
89205,7.411,-138.477,154.664,0,None,0,0,0,-0.42,,-0.33,0.04,-0.58,-0.4,-0.55,-0.34,-0.44,-0.26,-0.46,-0.38,-0.38,-0.75,-0.36,-0.48,
89207,3.179,-59.165,1.963,0,None,0,0,0,0.09,,,-0.1,-0.11,0.04,-0.08,0.03,0.08,0.12,-0.01,-0.06,0.04,-0.04,0.14,0.03,0.09
89269,2.166,-38.183,-31.149,0,None,0,0,0,0.02,-0.89,,,0.11,,,0.04,,,0.13,,,,,0.05,
89270,4.043,-71.254,38.36,0,None,0,0,0,-0.23,,-0.21,-0.1,-0.36,-0.2,-0.45,-0.23,-0.15,,-0.14,-0.14,-0.2,-0.56,,-0.32,-0.22
89282,1.485,-25.913,22.944,0,None,0,0,0,0.04,-0.83,0.04,-0.11,-0.1,0.05,-0.03,-0.01,0.09,0.11,0.06,0.05,0.04,-0.11,-0.05,0,0.09
89317,8.024,-136.175,128.69,0,None,0,0,0,-0.34,,,,-0.45,-0.23,-0.41,-0.28,-0.28,-0.23,-0.36,-0.31,-0.39,-0.67,-0.32,-0.38,
89321,3.032,-51.212,-33.954,0,None,0,0,0,0.28,,0.35,0.34,0.36,0.39,0.38,0.31,0.3,0.39,0.39,0.42,0.28,0.22,0.42,0.32,
89325,9.928,-167.286,171.525,0,None,0,0,0,-0.1,,-0.25,-0.04,-0.27,-0.16,-0.28,-0.14,-0.16,-0.02,-0.17,-0.08,-0.16,-0.36,-0.16,-0.19,
89348,0.604,-9.957,20.817,0,None,0,0,0,-0.22,,-0.28,-0.16,-0.29,-0.22,-0.37,-0.23,-0.15,-0.09,-0.08,-0.07,-0.2,-0.55,-0.12,-0.27,-0.29
89354,2.037,-33.319,-30.669,1,Radial Velocity,1,3.53,0.81,-0.05,,0.04,-0.18,-0.03,0.01,0,-0.06,0.02,0.05,0.08,0.22,-0.02,-0.14,-0.01,-0.07,0.14
89367,8.16,-131.486,279.355,0,None,0,0,0,-0.16,,-0.24,-0.09,-0.32,-0.16,-0.21,-0.17,-0.07,0.07,-0.09,-0.07,-0.08,-0.37,-0.1,-0.19,-0.23
89393,7.004,-110.087,0.338,0,None,0,0,0,-0.18,,,,-0.12,0.05,-0.1,-0.04,-0.09,1.05,0.14,0.11,0.03,-0.29,0.4,-0.18,0.4
89408,2.392,-37.153,20.813,0,None,0,0,0,-0.35,-0.96,-0.22,-0.06,-0.38,-0.16,-0.3,-0.26,-0.23,0.21,-0.29,-0.4,-0.36,-0.59,-0.2,-0.35,-0.46
89420,8.438,-129.289,149.881,0,None,0,0,0,-0.27,,-0.19,-0.1,-0.29,-0.12,-0.29,-0.11,-0.2,-0.08,-0.25,-0.17,-0.21,-0.42,-0.15,-0.15,
89443,2.202,-33.031,56.941,0,None,0,0,0,0.01,-2.22,-0.05,-0.04,-0.12,,0.05,-0.04,0.03,0.09,0.1,-0.03,0.02,-0.14,,-0.04,
89446,5.06,-75.864,105.192,0,None,0,0,0,-0.42,,-0.39,-0.21,-0.32,-0.2,-0.41,-0.31,-0.14,-0.16,-0.27,-0.21,-0.26,-0.51,-0.27,-0.26,
89448,2.035,-30.475,78.566,0,None,0,0,0,-0.08,-3.29,-0.14,0.03,-0.02,0.1,0,-0.06,0.03,0,-0.02,-0.05,-0.04,-0.09,-0.03,0.02,-0.08
89452,2.259,-33.708,41.677,0,None,0,0,0,-0.16,-0.83,,,-0.23,-0.08,-0.31,-0.19,-0.13,0.05,-0.24,-0.21,-0.16,-0.35,-0.18,-0.15,-0.23
89460,4.213,-62.421,-71.595,0,None,0,0,0,-0.05,,,,-0.04,0.02,0.05,0.05,0.04,0.06,0.05,0.06,-0.01,0.14,-0.06,,
89465,1.231,-18.199,312.338,0,None,0,0,0,-0.84,,,,-0.76,-0.58,-0.63,-0.65,-0.55,-0.54,-0.65,-0.53,-0.66,-0.96,-0.56,-0.62,
89474,1.111,-16.363,16.521,1,Radial Velocity,1,0.03,0.99,0.03,-2.4,0.01,-0.05,-0.02,0.04,0.03,0.02,0.05,0.23,-0.01,0.02,0,-0.08,0.02,0.03,-0.05
89478,0.797,-11.707,60.736,0,None,0,0,0,0.29,-0.8,0.4,0.31,0.4,0.26,0.28,0.33,0.26,0.4,0.32,0.39,0.33,0.26,0.49,0.45,0.15
89487,2.709,-39.546,-77.981,0,None,0,0,0,0.01,,,,0.27,0,0.06,0.11,0.07,0.05,0.04,0.06,0.03,0.24,0.05,0.01,
89497,2.373,-34.329,-15.188,0,None,0,0,0,-0.16,,-0.13,-0.3,-0.18,-0.11,-0.12,-0.14,-0.1,-0.12,-0.04,-0.06,-0.15,-0.31,-0.16,-0.19,
89505,5.9,-84.967,49.97,0,None,0,0,0,-0.3,,,,,-0.08,-0.17,-0.15,-0.22,,-0.22,-0.54,-0.28,,,-0.31,-0.57
89515,5.754,-82.205,110.543,0,None,0,0,0,-0.42,,-0.41,-0.22,-0.31,-0.15,-0.38,-0.31,-0.14,-0.15,-0.27,-0.19,-0.25,-0.53,-0.26,-0.27,
89523,1.906,-27.141,69.601,0,None,0,0,0,-0.74,,,,-0.58,-0.55,-0.42,-0.48,-0.48,-0.53,-0.38,-0.6,-0.64,-1.04,-0.61,-0.61,
89570,9.608,-132.275,147.838,0,None,0,0,0,-0.6,,-0.23,-0.19,-0.49,-0.4,-0.49,-0.36,-0.32,-0.37,-0.44,-0.41,-0.47,-0.81,-0.36,-0.49,
89588,8.38,-113.428,131.277,0,None,0,0,0,-0.23,,-0.18,-0.07,-0.38,-0.27,-0.36,-0.26,-0.28,-0.1,-0.31,-0.22,-0.24,-0.51,-0.22,-0.27,
89592,8.198,-110.587,-58.258,0,None,0,0,0,0.28,-3.16,0.16,0.12,0.43,0.55,0.49,0.5,0.25,0.29,0.29,0.4,0.38,0.41,0.52,0.37,0.17
89620,2.064,-27.142,-14.65,0,None,0,0,0,-0.12,,0.01,-0.06,-0.14,-0.06,-0.19,-0.1,-0.04,0.49,-0.03,-0.11,-0.1,-0.31,0.07,-0.14,0
89650,2.684,-34.617,-64.507,0,None,0,0,0,0.02,-1.9,0.06,-0.02,-0.01,0.08,0,-0.01,0.03,0.1,0.01,-0.07,0,-0.06,0.08,0.01,0.11
89670,10.828,-138.131,220.797,0,None,0,0,0,-0.23,,-0.38,-0.11,-0.39,-0.2,-0.36,-0.25,-0.13,-0.13,-0.24,-0.17,-0.22,-0.44,-0.2,-0.24,-0.22
89694,6.6,-82.481,86.912,0,None,0,0,0,-0.46,,-0.42,-0.21,-0.4,-0.29,-0.45,-0.4,-0.2,-0.21,-0.3,-0.26,-0.31,-0.59,-0.32,-0.32,
89715,10.711,-131.941,211.912,0,None,0,0,0,-0.23,,-0.31,-0.11,-0.22,-0.15,-0.31,-0.18,-0.1,-0.06,-0.2,-0.14,-0.18,-0.42,-0.17,-0.19,-0.19
89728,2.404,-29.434,-3.47,0,None,0,0,0,-0.11,-2.37,-0.17,,-0.06,-0.22,-0.04,-0.12,0.02,0.18,0.11,0.3,-0.08,-0.34,-0.15,-0.17,
89733,4.005,-48.863,-91.956,0,None,0,0,0,-0.44,-1.59,-0.3,-0.1,-0.49,-0.19,-0.33,-0.33,-0.33,-0.29,-0.34,-0.44,-0.53,-0.76,-0.34,-0.52,-0.6
89756,3.576,-43.052,48.95,0,None,0,0,0,0.03,-0.79,,,0.01,0.02,-0.03,-0.01,0.08,0.2,-0.06,0.1,0.03,-0.07,0.09,0.05,0.08
89771,2.559,-30.56,20.092,0,None,0,0,0,0.16,,0.08,0.06,-0.04,0.12,-0.01,0.12,0.16,,0.1,0.08,0.18,0.04,,0.12,0.25
89779,13.336,-157.963,207.732,0,None,0,0,0,-0.29,,-0.2,0,-0.2,-0.12,-0.25,-0.18,-0.13,0.01,-0.14,-0.08,-0.16,-0.4,-0.11,-0.16,
89807,14.635,-170.051,410.739,0,None,0,0,0,-0.44,,-0.26,-0.23,-0.85,-0.58,-0.7,-0.65,-0.68,-0.48,-0.65,-0.79,-0.84,-1.28,-0.62,-0.84,-0.79
89816,5.101,-58.887,-5.131,0,None,0,0,0,-0.18,,-0.07,0.26,-0.2,-0.11,-0.23,-0.16,-0.1,,-0.07,-0.17,-0.18,-0.62,-0.21,-0.21,
89826,5.843,-67.252,49.162,0,None,0,0,0,0.16,-3.09,0.04,0.09,0.45,0.2,0.27,0.4,0.14,0.12,0.2,0.21,0.1,0.53,0.2,0.22,0.14
89835,6.657,-76.341,95.815,0,None,0,0,0,-0.2,,-0.25,-0.12,-0.2,-0.05,-0.14,-0.09,-0.1,0.02,-0.11,-0.05,-0.08,-0.35,-0.08,-0.12,
89844,3.363,-38.312,-6.502,1,Radial Velocity,2,7.48,0,0.1,-2.59,0.21,0.11,0.03,0.24,0.21,0.11,0.11,0.27,0.18,0.07,0.06,-0.03,0.25,0.09,0.06
89855,2.952,-33.421,-34.649,0,None,0,0,0,0.32,,,,0.31,,,0.28,,,0.31,,,,,0.34,
89867,14.487,-162.908,338.366,0,None,0,0,0,-0.16,,-0.19,-0.05,-0.36,-0.1,-0.22,-0.13,-0.06,0.02,-0.13,-0.03,-0.07,-0.29,-0.14,-0.14,-0.11
89881,9.605,-107.374,-91.336,0,None,0,0,0,-0.02,,,-0.18,-0.04,0.04,-0.02,-0.02,0.02,0.01,-0.04,-0.05,-0.03,-0.19,0.08,-0.07,1.01
89892,3.931,-43.784,-11.256,0,None,0,0,0,-0.46,,-0.4,,0.46,-0.42,-0.23,-0.44,-0.27,0.21,-0.05,0.21,-0.38,-0.63,-0.37,-0.46,
89911,2.011,-22.076,61.148,0,None,0,0,0,-0.06,,,,-0.35,-0.23,-0.39,-0.22,-0.16,0.02,-0.16,-0.13,-0.2,-0.33,-0.2,-0.16,-0.31
89912,2.322,-25.488,13.34,0,None,0,0,0,0.02,-0.59,-0.12,-0.23,-0.17,-0.04,-0.08,-0.02,0.04,0.1,0.09,-0.03,-0.05,-0.22,-0.1,0.08,0.01
89918,6.599,-72.273,4.283,0,None,0,0,0,-0.02,-2.46,-0.22,-0.09,0.16,0.05,-0.01,0.04,0.08,-0.19,-0.02,-0.19,-0.08,-0.03,-0.1,-0.07,0.01
89937,0.219,-2.382,7.697,0,None,0,0,0,-0.57,-0.92,-0.5,-0.44,-0.58,-0.42,-0.79,-0.54,-0.54,-0.09,-0.43,-0.42,-0.72,-0.67,-0.42,-0.6,-0.41
89943,13.997,-151.464,179.523,0,None,0,0,0,-0.32,,-0.28,-0.17,-0.23,-0.19,-0.3,-0.24,-0.13,-0.05,-0.2,-0.13,-0.17,-0.45,-0.18,-0.22,
89952,8.737,-94.195,-109.376,0,None,0,0,0,-0.46,,,-0.37,-0.58,-0.36,-0.54,-0.48,-0.43,-0.31,-0.45,-0.45,-0.52,-0.64,-0.38,-0.54,-0.63
89962,1.654,-17.737,-0.902,0,None,0,0,0,-0.15,-3.26,-0.3,-0.04,-0.11,-0.04,-0.03,-0.07,-0.05,-0.16,-0.05,-0.12,-0.16,-0.16,-0.12,-0.14,-0.24
89978,14.555,-154.759,194.03,0,None,0,0,0,-0.42,,-0.33,-0.15,-0.45,-0.3,-0.46,-0.34,-0.25,-0.25,-0.36,-0.3,-0.43,-0.7,-0.35,-0.37,
89981,11.968,-126.932,147.296,0,None,0,0,0,-1.35,,-1.05,-0.66,-1.38,-0.87,-1.11,-1.06,-0.94,-0.94,-1.04,-1.17,-1.17,-1.68,-1,-1.29,
90000,22.293,-233.577,336.721,0,None,0,0,0,-0.36,,,,-0.73,-0.51,-0.46,-0.57,-0.49,-0.15,-0.38,-0.58,-0.59,-1,-0.34,-0.64,-0.36
90004,3.856,-40.36,-8.561,1,Radial Velocity,1,0.27,1.07,-0.06,-2.56,0.04,0.02,-0.06,0.14,0.13,0.02,0.06,0.12,0.11,-0.02,-0.07,-0.25,0.05,-0.05,-0.03
90024,5.326,-54.937,40.547,0,None,0,0,0,-0.25,-0.78,,,-0.34,-0.12,-0.33,-0.28,-0.22,0.02,-0.17,-0.23,-0.27,-0.47,-0.08,-0.21,-0.24
90025,17.617,-181.721,205.33,0,None,0,0,0,0.17,,0.08,0.02,0.04,0.16,0.09,0.09,0.16,,0.14,,0.13,,,0.12,
90039,29.494,-301.283,-281.646,0,None,0,0,0,-0.08,,,,-0.03,0.07,-0.08,0.15,0.03,,-0.03,,-0.18,,,-0.05,
90054,3.32,-33.464,289.249,0,None,0,0,0,-0.32,,,,-0.18,-0.14,-0.28,-0.25,-0.08,-0.05,-0.16,-0.06,-0.13,-0.37,-0.15,-0.17,
90055,3.753,-37.839,-12.37,0,None,0,0,0,0.22,,0.14,,0.4,0.13,0.32,0.19,0.19,0.59,0.38,0.72,0.16,0.08,0.4,0.25,
90067,10.982,-109.941,35.53,0,None,0,0,0,-0.12,-2.89,-0.35,-0.25,0.08,0.08,0.09,0.11,-0.04,-0.2,-0.08,-0.06,-0.02,-0.21,-0.09,-0.09,-0.18
90072,18.932,-189.105,183.096,0,None,0,0,0,-0.31,,-0.4,-0.21,-0.41,-0.31,-0.4,-0.25,-0.28,-0.17,-0.31,-0.23,-0.32,-0.57,-0.26,-0.32,
90112,4.4,-43.076,-35.719,0,None,0,0,0,0.03,,0,0.01,-0.07,0.01,0,0.01,0.08,0.02,0.08,0.07,0.05,-0.09,0.03,-0.02,
90124,7.293,-70.935,-52.263,0,None,0,0,0,0.1,,,,0.37,0.08,0.15,0.2,0.15,0.23,0.13,0.21,0.13,0.46,0.2,0.11,
90135,6.295,-60.765,-9.604,0,None,0,0,0,-0.02,-2.66,-0.24,-0.1,0.06,0.04,0.08,0.08,0.03,-0.02,-0.04,-0.18,-0.02,-0.06,0.02,-0.06,0
90144,6.623,-63.592,17.021,0,None,0,0,0,-0.28,-0.9,0.05,0.01,-0.33,-0.22,-0.41,-0.14,-0.3,,-0.33,-0.4,,-0.57,-0.3,-0.33,
90151,3.081,-29.503,-29.809,0,None,0,0,0,0.31,,,0.24,0.2,0.36,0.25,0.37,0.17,,0.31,0.2,0.32,,0.34,0.4,0.46
90170,28.896,-274.932,266.103,0,None,0,0,0,-0.69,,-0.82,-0.38,-1.24,-0.74,-1.03,-0.88,-0.64,-0.82,-0.54,-1.06,-1.13,-1.53,-0.9,-1.12,
90179,2.691,-25.448,134.438,0,None,0,0,0,-0.33,,-0.28,-0.23,-0.2,-0.1,-0.22,-0.18,-0.09,0.01,-0.12,-0.04,-0.14,-0.36,-0.11,-0.1,
90186,2.463,-23.258,106.035,0,None,0,0,0,-0.3,,-0.22,-0.03,-0.13,-0.06,-0.19,-0.15,-0.01,0.03,-0.11,-0.02,-0.09,-0.28,-0.1,-0.12,-0.17
90193,4.292,-40.423,-58.175,0,None,0,0,0,0.52,,0.49,,,0.5,,0.43,0.51,,0.46,,,,,0.65,
90194,3.804,-35.812,-38.543,0,None,0,0,0,-0.28,,-0.21,,-0.24,-0.2,-0.18,-0.25,-0.22,-0.23,-0.14,-0.16,-0.27,-0.5,-0.26,-0.3,
90223,1.891,-17.586,-20.821,0,None,0,0,0,-0.08,-1.07,0.01,-0.09,-0.04,0.01,-0.09,-0.05,-0.01,0.04,-0.02,-0.12,-0.08,-0.24,-0.04,-0.08,0.01
90235,4.868,-45.045,29.63,0,None,0,0,0,-0.06,-0.48,,,-0.22,-0.06,-0.24,-0.11,-0.04,0.13,-0.09,-0.05,-0.07,-0.18,-0.13,-0.09,-0.04
90239,7.939,-73.331,-8.539,0,None,0,0,0,-0.01,,0.06,,-0.06,0,-0.08,0,0.01,,-0.04,-0.04,-0.04,-0.2,-0.01,0,
90246,4.426,-40.709,-4.56,0,None,0,0,0,-0.16,,-0.38,,-0.15,-0.27,-0.15,-0.17,-0.08,0.32,0.03,0.37,-0.19,-0.52,-0.15,-0.14,
90261,16.916,-154.263,-157.809,0,None,0,0,0,-0.85,,-0.77,-0.51,-1.01,-0.63,-1.03,-0.67,-0.62,-0.5,-0.57,-0.71,-0.88,-1.34,-0.5,-0.91,-0.8
90275,13.941,-126.289,150.694,0,None,0,0,0,-0.36,,-0.35,-0.19,-0.3,-0.19,-0.31,-0.24,-0.16,-0.11,-0.26,-0.17,-0.2,-0.5,-0.21,-0.25,
90291,17.725,-159.504,180.106,0,None,0,0,0,-0.14,,-0.2,0,-0.14,-0.11,-0.22,-0.09,-0.09,0.06,-0.14,-0.03,-0.07,-0.3,-0.09,-0.11,
90310,6.827,-60.912,32.172,0,None,0,0,0,-0.32,,,,-0.34,-0.18,-0.35,-0.34,-0.19,0.05,-0.14,-0.19,-0.32,-0.58,-0.23,-0.32,-0.37
90313,35.244,-313.629,44.535,0,None,0,0,0,0.22,-2.02,-0.07,0.22,0.4,0.34,0.58,0.35,0.26,0.25,0.3,0.22,0.29,-0.11,0.23,0.15,0.3
