HIP,Sampled,Predicted,Prob
29349,10.0,10.0,1.0
29193,8.0,8.0,1.0
43726,10.0,10.0,1.0
43634,9.0,9.0,1.0
42634,10.0,10.0,1.0
42430,10.0,10.0,1.0
42333,10.0,10.0,1.0
42173,10.0,10.0,1.0
42011,10.0,10.0,1.0
41777,10.0,10.0,1.0
41479,10.0,10.0,1.0
41226,9.0,9.0,1.0
40761,9.0,9.0,1.0
40072,10.0,10.0,1.0
39298,10.0,10.0,1.0
39242,10.0,10.0,1.0
39039,9.0,9.0,1.0
38531,10.0,10.0,1.0
53084,10.0,10.0,1.0
51579,10.0,10.0,1.0
51372,8.0,8.0,1.0
51258,10.0,10.0,1.0
51257,10.0,10.0,1.0
51237,9.0,9.0,1.0
51078,10.0,10.0,1.0
49081,10.0,10.0,1.0
48946,9.0,9.0,1.0
48351,10.0,10.0,1.0
47463,9.0,9.0,1.0
47080,9.0,9.0,1.0
46901,10.0,10.0,1.0
46360,10.0,10.0,1.0
45983,9.0,9.0,1.0
44137,10.0,10.0,1.0
60096,10.0,10.0,1.0
59968,9.0,9.0,1.0
59572,9.0,9.0,1.0
58576,9.0,9.0,1.0
58093,8.0,8.0,1.0
57532,10.0,10.0,1.0
56907,10.0,10.0,1.0
55846,10.0,10.0,1.0
54704,8.0,8.0,1.0
54287,10.0,10.0,1.0
53942,10.0,10.0,1.0
53882,9.0,9.0,1.0
53707,9.0,9.0,1.0
53647,10.0,10.0,1.0
53196,10.0,10.0,1.0
53087,10.0,10.0,1.0
66487,10.0,10.0,1.0
65036,10.0,10.0,1.0
64794,10.0,10.0,1.0
64475,10.0,10.0,1.0
64394,10.0,10.0,1.0
63995,9.0,9.0,1.0
63033,10.0,10.0,1.0
62886,8.0,8.0,1.0
62345,10.0,10.0,1.0
61597,9.0,9.0,1.0
61546,9.0,9.0,1.0
61379,10.0,10.0,1.0
61123,10.0,10.0,1.0
60591,10.0,10.0,1.0
60370,10.0,10.0,1.0
60098,10.0,10.0,1.0
75101,10.0,10.0,1.0
74961,10.0,10.0,1.0
74271,10.0,10.0,1.0
73408,10.0,10.0,1.0
72848,10.0,10.0,1.0
72190,10.0,10.0,1.0
70873,10.0,10.0,1.0
70782,10.0,10.0,1.0
70616,10.0,10.0,1.0
70608,10.0,10.0,1.0
70027,9.0,9.0,1.0
69972,10.0,10.0,1.0
69881,10.0,10.0,1.0
69612,10.0,10.0,1.0
68184,10.0,10.0,1.0
67927,10.0,10.0,1.0
80827,10.0,10.0,1.0
80736,10.0,10.0,1.0
79975,9.0,9.0,1.0
79492,9.0,9.0,1.0
79149,10.0,10.0,1.0
78955,10.0,10.0,1.0
78521,7.0,7.0,1.0
78408,10.0,10.0,1.0
78132,8.0,8.0,1.0
76804,9.0,9.0,1.0
76641,10.0,10.0,1.0
76375,10.0,10.0,1.0
76228,10.0,10.0,1.0
75676,9.0,9.0,1.0
75253,10.0,10.0,1.0
75132,10.0,10.0,1.0
89321,10.0,10.0,1.0
88217,9.0,9.0,1.0
87691,10.0,10.0,1.0
87116,10.0,10.0,1.0
86974,10.0,10.0,1.0
84975,9.0,9.0,1.0
84636,9.0,9.0,1.0
84491,9.0,9.0,1.0
83906,10.0,10.0,1.0
83181,8.0,8.0,1.0
83114,10.0,10.0,1.0
81952,10.0,10.0,1.0
81767,9.0,9.0,1.0
81347,10.0,10.0,1.0
81269,9.0,9.0,1.0
81229,10.0,10.0,1.0
98210,9.0,9.0,1.0
97125,10.0,10.0,1.0
96895,9.0,9.0,1.0
96854,9.0,9.0,1.0
96016,10.0,10.0,1.0
95926,10.0,10.0,1.0
95821,10.0,10.0,1.0
95447,10.0,10.0,1.0
95319,10.0,10.0,1.0
93889,9.0,9.0,1.0
93547,10.0,10.0,1.0
91949,10.0,10.0,1.0
90656,10.0,10.0,1.0
90055,10.0,10.0,1.0
89650,10.0,10.0,1.0
89478,10.0,10.0,1.0
102753,9.0,9.0,1.0
102128,10.0,10.0,1.0
101916,10.0,10.0,1.0
101760,10.0,10.0,1.0
101399,10.0,10.0,1.0
100500,9.0,9.0,1.0
100022,10.0,10.0,1.0
99729,10.0,10.0,1.0
99727,10.0,10.0,1.0
99316,10.0,10.0,1.0
99240,10.0,10.0,1.0
99174,10.0,10.0,1.0
99171,10.0,10.0,1.0
99034,10.0,10.0,1.0
98920,10.0,10.0,1.0
98589,10.0,10.0,1.0
108950,10.0,10.0,1.0
108506,10.0,10.0,1.0
108065,10.0,10.0,1.0
107397,10.0,10.0,1.0
107001,10.0,10.0,1.0
105740,10.0,10.0,1.0
105606,10.0,10.0,1.0
105521,10.0,10.0,1.0
105483,10.0,10.0,1.0
105066,9.0,9.0,1.0
104549,9.0,9.0,1.0
104226,9.0,9.0,1.0
104071,10.0,10.0,1.0
103682,9.0,9.0,1.0
103654,10.0,10.0,1.0
102815,9.0,9.0,1.0
2926,10.0,10.0,1.0
117541,10.0,10.0,1.0
117427,9.0,9.0,1.0
117411,10.0,10.0,1.0
117399,10.0,10.0,1.0
117320,9.0,9.0,1.0
116852,10.0,10.0,1.0
116838,10.0,10.0,1.0
116823,10.0,10.0,1.0
116542,10.0,10.0,1.0
116519,8.0,8.0,1.0
115953,10.0,10.0,1.0
115125,10.0,10.0,1.0
115066,9.0,9.0,1.0
114914,10.0,10.0,1.0
114742,9.0,9.0,1.0
8830,10.0,10.0,1.0
8398,10.0,10.0,1.0
7860,10.0,10.0,1.0
7585,10.0,10.0,1.0
7539,10.0,10.0,1.0
7276,10.0,10.0,1.0
7080,9.0,9.0,1.0
6712,9.0,9.0,1.0
6498,9.0,9.0,1.0
6456,10.0,10.0,1.0
6197,10.0,10.0,1.0
5928,9.0,9.0,1.0
4801,9.0,9.0,1.0
3583,9.0,9.0,1.0
3533,9.0,9.0,1.0
3174,9.0,9.0,1.0
