f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
BD+42 3353 ,0.03 ,-0.82 ,0.15 ,0.14 ,0.12 ,0.14 ,,-0.01 ,0.16 ,,-0.03 ,,-0.11 ,,,-0.05 ,,292.0548597 ,42.8636484 ,59.222 ,-146.177 ,146.374 ,215.18 ,N/A ,,9.10 ,,,,,6384.0 ,3.88 ,1.25 ,2.50 ,
2MASS 15581861+0203059 ,-1.38 ,,,,-1.68 ,-1.12 ,,-1.23 ,-1.15 ,-1.45 ,-1.35 ,-1.82 ,-1.63 ,-1.94 ,-1.51 ,-1.50 ,,239.5775642 ,2.0516951 ,-129.371 ,-220.310 ,9.153 ,255.65 ,N/A ,,,,,,,6049.3 ,3.84 ,1.00 ,1.98 ,
HIP 22439 ,-0.40 ,,-0.10 ,-0.26 ,-0.30 ,-0.25 ,-0.18 ,-0.30 ,-0.26 ,,-0.14 ,,-0.47 ,,0.08 ,-0.24 ,-0.29 ,72.4260171 ,-13.7696688 ,10.612 ,33.505 ,-8.613 ,36.19 ,thin ,F6VFe-0.9CH-0.5 ,6.26 ,0.456 ,25.50 ,-4.70 ,-21.90 ,6545.0 ,4.10 ,1.25 ,1.53 ,
BD+06 248B ,0.13 ,,0.06 ,,0.12 ,0.01 ,0.16 ,0.18 ,0.17 ,0.22 ,0.08 ,0.12 ,0.05 ,-0.07 ,,0.17 ,-0.10 ,24.4071422 ,7.1465050 ,61.622 ,27.962 ,8.484 ,68.20 ,N/A ,,,,,,,5170.3 ,4.49 ,0.89 ,0.89 ,
HIP 55210 ,-0.22 ,,-0.14 ,-0.19 ,-0.22 ,-0.14 ,-0.13 ,-0.19 ,-0.16 ,-0.15 ,-0.08 ,-0.15 ,-0.20 ,-0.36 ,-0.17 ,-0.23 ,-0.25 ,169.5917151 ,-5.0673025 ,-21.605 ,3.968 ,-1.948 ,22.05 ,thin ,G8V ,7.23 ,0.732 ,77.50 ,9.30 ,30.60 ,5480.0 ,4.68 ,0.93 ,0.86 ,
2MASS 19285977+4609535 ,-0.06 ,,-0.05 ,0.07 ,-0.14 ,-0.07 ,-0.01 ,-0.03 ,-0.01 ,,0.06 ,0.18 ,-0.06 ,-0.31 ,,-0.11 ,-0.23 ,292.2490289 ,46.1648356 ,176.910 ,-432.445 ,486.627 ,674.62 ,N/A ,,,,,,,5838.0 ,4.38 ,1.05 ,1.30 ,
2MASS 03092855+3040249 ,0.22 ,-3.04 ,0.10 ,0.02 ,0.26 ,0.16 ,0.12 ,0.19 ,0.06 ,0.27 ,0.16 ,0.21 ,0.12 ,0.09 ,0.12 ,0.17 ,0.07 ,47.3689307 ,30.6735731 ,73.234 ,79.555 ,64.136 ,125.72 ,N/A ,,,,,,,4865.0 ,4.52 ,0.83 ,0.82 ,
HIP 22449 ,0.05 ,-1.10 ,0.07 ,0.17 ,0.04 ,0.11 ,-0.01 ,0.06 ,0.07 ,0.19 ,0.07 ,-0.13 ,0.08 ,-0.13 ,0.19 ,-0.01 ,0.18 ,72.4600467 ,6.9612780 ,2.398 ,7.587 ,0.972 ,8.02 ,thin ,F6IV-V ,3.19 ,0.484 ,-26.40 ,-14.90 ,4.10 ,6701.0 ,,,1.37 ,
HIP 55219 ,-0.15 ,-3.42 ,-0.53 ,-0.36 ,0.36 ,-0.06 ,0.03 ,0.15 ,-0.20 ,-0.35 ,-0.21 ,-0.31 ,0.00 ,-0.34 ,-0.15 ,-0.17 ,-0.24 ,169.6197384 ,33.0943061 ,-57.866 ,10.600 ,38.341 ,70.22 ,thin ,K0IV ,3.49 ,1.400 ,-15.50 ,10.10 ,-15.40 ,4133.0 ,1.65 ,,,
HIP 22451 ,-0.02 ,,,,-0.12 ,,,-0.05 ,,,-0.05 ,,,,,-0.11 ,,72.4680493 ,-35.1076304 ,4.358 ,13.794 ,-10.169 ,17.68 ,thin ,K2V ,7.50 ,0.901 ,-1.20 ,-19.20 ,-18.30 ,5072.0 ,4.62 ,0.84 ,0.74 ,
HIP 22453 ,-0.36 ,-2.95 ,-0.48 ,-0.42 ,-0.17 ,-0.22 ,-0.13 ,-0.03 ,-0.29 ,-0.38 ,-0.29 ,-0.23 ,-0.25 ,-0.57 ,-0.29 ,-0.38 ,-0.41 ,72.4776591 ,37.4882796 ,39.275 ,124.395 ,100.054 ,164.40 ,thin ,K3+III ,4.87 ,1.447 ,33.40 ,32.10 ,-0.90 ,4102.0 ,1.12 ,,47.91 ,
2MASS 19364851+4039482 ,0.14 ,,0.00 ,-0.06 ,-0.05 ,0.12 ,0.07 ,0.13 ,0.13 ,,0.11 ,0.15 ,0.12 ,-0.03 ,,0.16 ,-0.02 ,294.2021164 ,40.6634087 ,183.841 ,-409.024 ,385.221 ,591.18 ,N/A ,,,,,,,4939.0 ,4.62 ,0.78 ,0.76 ,
HD 184926 ,-0.54 ,,,,-0.65 ,-0.28 ,-0.52 ,-0.37 ,-0.28 ,-0.27 ,-0.36 ,-0.43 ,-0.51 ,-0.90 ,-0.37 ,-0.50 ,-0.72 ,292.9270391 ,67.7018619 ,27.349 ,-64.659 ,171.194 ,185.03 ,N/A ,,,,,,,4833.0 ,,,8.29 ,
HIP 55235 ,0.12 ,,0.18 ,-0.10 ,0.18 ,0.16 ,0.15 ,0.14 ,0.13 ,0.19 ,0.22 ,0.36 ,0.15 ,0.10 ,0.22 ,0.16 ,,169.6654159 ,-10.1262056 ,-40.741 ,7.429 ,-7.396 ,42.07 ,thin ,K0V ,8.66 ,0.828 ,-56.50 ,-13.30 ,-4.80 ,5328.0 ,4.40 ,0.91 ,0.88 ,
2MASS 20550915-3408078 ,0.31 ,,0.24 ,0.27 ,0.25 ,0.28 ,0.25 ,0.28 ,0.38 ,,0.29 ,0.21 ,0.29 ,0.32 ,,0.36 ,0.36 ,313.7881570 ,-34.1355316 ,120.079 ,-125.269 ,-117.643 ,209.65 ,N/A ,,,,,,,5932.1 ,4.18 ,1.24 ,1.35 ,
HIP 22479 ,0.02 ,-2.69 ,-0.13 ,0.06 ,0.20 ,0.16 ,0.18 ,0.20 ,0.14 ,0.09 ,0.10 ,-0.02 ,0.13 ,0.08 ,0.15 ,0.08 ,0.12 ,72.5484007 ,-16.2171599 ,21.282 ,67.696 ,-20.640 ,73.90 ,thin ,K0III ,5.03 ,0.992 ,-40.90 ,-15.80 ,-3.50 ,4990.0 ,2.93 ,,10.20 ,
HIP 55249 ,-0.02 ,-2.75 ,-0.24 ,-0.16 ,0.16 ,0.21 ,0.16 ,0.13 ,0.03 ,-0.03 ,-0.02 ,-0.01 ,0.03 ,-0.10 ,0.00 ,-0.01 ,-0.02 ,169.7289985 ,1.6503954 ,-83.187 ,15.074 ,2.436 ,84.58 ,thin ,K0III ,5.90 ,1.040 ,-3.30 ,-26.60 ,-12.10 ,4702.0 ,2.40 ,,9.04 ,
HIP 22481 ,-0.07 ,,-0.17 ,,-0.06 ,-0.10 ,-0.06 ,-0.12 ,-0.05 ,-0.01 ,0.05 ,0.07 ,-0.06 ,-0.25 ,-0.07 ,-0.14 ,,72.5535892 ,-26.1310106 ,13.635 ,43.387 ,-22.311 ,50.66 ,thin ,K0/1V ,9.42 ,0.854 ,-12.70 ,-11.20 ,-21.40 ,5220.0 ,4.59 ,0.88 ,0.78 ,
HIP 88020 ,0.12 ,-2.68 ,-0.18 ,-0.03 ,0.28 ,0.16 ,0.22 ,0.24 ,0.20 ,0.16 ,0.13 ,0.05 ,0.18 ,0.08 ,0.13 ,0.10 ,0.16 ,269.6763419 ,36.2877932 ,-0.531 ,-93.947 ,68.981 ,116.55 ,thin ,G5III ,6.03 ,0.949 ,28.00 ,0.60 ,-5.40 ,4999.0 ,2.73 ,,9.54 ,
HIP 22491 ,0.03 ,,-0.24 ,-0.20 ,-0.11 ,-0.04 ,-0.08 ,-0.11 ,-0.06 ,-0.07 ,-0.04 ,-0.01 ,-0.10 ,-0.07 ,0.04 ,-0.03 ,0.11 ,72.5744227 ,-24.3688427 ,35.059 ,111.697 ,-53.029 ,128.52 ,thin ,K0III ,7.91 ,0.961 ,-14.30 ,-32.10 ,-15.50 ,4994.0 ,3.23 ,1.65 ,4.73 ,
HIP 55262 ,0.16 ,-0.55 ,0.06 ,0.27 ,0.00 ,0.23 ,0.14 ,0.13 ,0.25 ,0.99 ,0.18 ,0.10 ,0.20 ,-0.05 ,0.34 ,0.14 ,0.29 ,169.7775609 ,13.3907531 ,-45.126 ,8.138 ,10.916 ,47.14 ,thin ,F8V ,7.14 ,0.507 ,-28.30 ,-14.20 ,-2.40 ,6528.0 ,4.27 ,1.25 ,1.35 ,
HIP 88038 ,-0.34 ,-3.20 ,-0.53 ,-0.29 ,-0.20 ,-0.18 ,-0.15 ,-0.22 ,-0.21 ,-0.28 ,-0.25 ,-0.31 ,-0.33 ,-0.55 ,-0.26 ,-0.36 ,-0.37 ,269.7320314 ,-36.8583746 ,-0.410 ,-87.699 ,-65.748 ,109.61 ,thin ,G8III ,5.74 ,0.915 ,-85.70 ,18.40 ,6.80 ,5014.0 ,2.73 ,,10.96 ,
HIP 88039 ,-0.74 ,-1.11 ,-0.28 ,-0.20 ,-0.84 ,-0.50 ,-0.63 ,-0.47 ,-0.59 ,,-0.58 ,-0.81 ,-0.91 ,-1.29 ,-0.71 ,-0.86 ,,269.7324848 ,-22.3843266 ,-0.357 ,-76.416 ,-31.472 ,82.64 ,thick ,F0/2V ,8.81 ,0.542 ,-1.60 ,-124.20 ,84.60 ,5927.0 ,3.99 ,1.05 ,1.30 ,
HIP 22504 ,-0.08 ,-1.23 ,-0.05 ,-0.09 ,-0.12 ,-0.05 ,-0.13 ,-0.08 ,-0.03 ,-0.05 ,-0.01 ,-0.10 ,-0.07 ,-0.25 ,-0.10 ,-0.10 ,0.06 ,72.6385242 ,-85.3751699 ,1.095 ,3.503 ,-45.376 ,45.52 ,thin ,G3V ,8.14 ,0.614 ,15.50 ,-24.20 ,-1.90 ,5884.0 ,4.48 ,1.06 ,0.97 ,
HIP 88041 ,-0.03 ,,-0.15 ,,0.08 ,0.05 ,0.18 ,-0.01 ,0.02 ,0.34 ,0.29 ,0.52 ,0.00 ,-0.19 ,0.10 ,-0.05 ,,269.7409082 ,-51.6253178 ,-0.137 ,-30.406 ,-38.398 ,48.98 ,thin ,K3V ,9.65 ,0.919 ,-28.30 ,-24.70 ,-34.70 ,5030.0 ,4.43 ,0.84 ,0.78 ,
HIP 55278 ,0.25 ,,0.21 ,0.00 ,0.21 ,0.19 ,0.17 ,0.21 ,0.16 ,0.37 ,0.18 ,0.20 ,0.20 ,0.18 ,0.31 ,0.28 ,0.16 ,169.8150026 ,-40.2823075 ,-59.445 ,10.680 ,-51.188 ,79.17 ,thick ,G3V ,8.22 ,0.623 ,-40.30 ,-56.30 ,-52.60 ,6149.0 ,4.13 ,1.13 ,1.51 ,
HIP 88048 ,0.17 ,-2.85 ,-0.10 ,0.08 ,0.56 ,0.28 ,0.28 ,0.31 ,0.14 ,0.08 ,0.22 ,0.15 ,0.11 ,0.37 ,0.22 ,0.19 ,0.22 ,269.7566342 ,-9.7736336 ,-0.181 ,-42.729 ,-7.360 ,43.36 ,thin ,K1III ,3.34 ,0.987 ,20.40 ,-17.50 ,-8.90 ,5000.0 ,2.80 ,3.04 ,15.10 ,
HIP 55282 ,-0.45 ,-3.54 ,-0.59 ,-0.32 ,-0.29 ,-0.21 ,-0.17 ,-0.12 ,-0.34 ,-0.40 ,-0.42 ,-0.50 ,-0.42 ,-0.62 ,-0.34 ,-0.42 ,-0.54 ,169.8351973 ,-14.7785398 ,-47.463 ,8.510 ,-12.721 ,49.87 ,thin ,G9IIICH0.5 ,3.56 ,1.112 ,-57.00 ,24.40 ,21.20 ,4846.0 ,2.48 ,,18.29 ,
HIP 88053 ,-0.27 ,,-0.21 ,-0.16 ,-0.38 ,-0.27 ,-0.43 ,-0.27 ,-0.29 ,-0.21 ,-0.42 ,-0.37 ,-0.50 ,-0.73 ,-0.36 ,-0.43 ,-0.67 ,269.7624933 ,63.9576417 ,-0.907 ,-218.884 ,447.941 ,498.56 ,N/A ,K5 ,7.63 ,1.405 ,,,,4260.0 ,,,34.39 ,
HIP 22524 ,0.16 ,,0.19 ,0.29 ,0.15 ,0.23 ,0.12 ,0.16 ,0.18 ,0.34 ,0.15 ,0.16 ,0.18 ,-0.02 ,0.24 ,0.19 ,0.38 ,72.7022654 ,16.2104509 ,14.301 ,45.923 ,13.983 ,50.09 ,thin ,F7V ,7.27 ,0.536 ,-44.80 ,-19.90 ,-1.50 ,6394.0 ,4.28 ,1.24 ,1.34 ,
HIP 22528 ,-0.33 ,-2.78 ,-0.06 ,-0.09 ,-0.44 ,,-0.20 ,-0.31 ,-0.22 ,-0.17 ,-0.20 ,-0.34 ,-0.36 ,-0.57 ,,-0.37 ,,72.7192523 ,67.1667844 ,9.537 ,30.657 ,76.254 ,82.74 ,thick ,G0 ,9.51 ,0.630 ,-7.30 ,-23.00 ,-106.80 ,5683.0 ,4.33 ,1.01 ,1.00 ,
2MASS 18515494+4047036 ,-0.03 ,,-0.06 ,0.00 ,-0.24 ,-0.10 ,-0.23 ,-0.09 ,0.00 ,,-0.02 ,-0.08 ,-0.06 ,-0.23 ,,-0.06 ,-0.03 ,282.9789664 ,40.7843544 ,94.007 ,-407.872 ,361.097 ,552.80 ,N/A ,,12.19 ,,,,,5972.0 ,4.11 ,1.14 ,1.74 ,
2MASS 02544513-1053530 ,0.34 ,-2.59 ,,,0.24 ,0.17 ,0.16 ,0.17 ,0.20 ,0.23 ,0.27 ,0.32 ,0.17 ,0.07 ,0.19 ,0.17 ,,43.6880591 ,-10.8980626 ,128.321 ,122.575 ,-34.167 ,180.72 ,N/A ,,,,,,,5361.6 ,4.54 ,0.97 ,0.87 ,
HIP 22545 ,0.04 ,-3.09 ,-0.20 ,0.06 ,0.06 ,0.15 ,0.12 ,0.07 ,0.03 ,0.02 ,0.01 ,0.03 ,0.00 ,-0.02 ,0.07 ,0.00 ,0.12 ,72.7888394 ,48.7406651 ,21.264 ,68.645 ,81.917 ,108.97 ,thin ,G9III ,5.64 ,1.013 ,-28.20 ,11.40 ,-22.40 ,5011.0 ,2.96 ,,12.24 ,
HD 161285A ,-0.22 ,,,,-0.49 ,-0.34 ,-0.44 ,-0.30 ,-0.30 ,-0.15 ,-0.32 ,-0.29 ,-0.39 ,-0.58 ,-0.33 ,-0.39 ,-0.44 ,265.0753916 ,63.6753660 ,-2.591 ,-30.067 ,60.995 ,68.05 ,N/A ,,,,,,,6053.3 ,,,,
HIP 22550 ,0.00 ,,0.00 ,0.06 ,0.06 ,0.17 ,0.05 ,0.01 ,-0.01 ,-0.09 ,-0.09 ,-0.03 ,-0.01 ,-0.12 ,0.06 ,0.02 ,-0.02 ,72.8022019 ,11.0680227 ,15.435 ,49.871 ,10.212 ,53.19 ,thin ,F9V ,6.75 ,0.543 ,-41.40 ,-18.90 ,-1.30 ,6136.0 ,3.93 ,1.16 ,1.93 ,
HIP 22563 ,-0.07 ,-1.36 ,-0.06 ,-0.13 ,-0.02 ,0.02 ,0.00 ,-0.03 ,0.03 ,-0.04 ,0.04 ,-0.05 ,-0.08 ,-0.23 ,-0.07 ,-0.05 ,,72.8365484 ,-68.0696518 ,6.128 ,19.841 ,-51.576 ,55.60 ,thin ,G0V ,6.82 ,0.615 ,-9.00 ,-13.10 ,-33.00 ,5935.0 ,3.80 ,1.07 ,2.17 ,
HIP 22566 ,0.28 ,,0.20 ,0.22 ,0.12 ,0.24 ,0.14 ,0.18 ,0.18 ,0.42 ,0.16 ,0.09 ,0.21 ,0.03 ,0.18 ,0.20 ,0.47 ,72.8467289 ,15.4334648 ,17.345 ,56.196 ,16.236 ,61.01 ,thin ,F8 ,7.89 ,0.527 ,-43.10 ,-17.70 ,-1.60 ,6537.0 ,4.39 ,1.29 ,1.20 ,
HIP 88103 ,-0.11 ,,-0.24 ,-0.10 ,-0.44 ,-0.33 ,-0.37 ,-0.27 ,-0.26 ,-0.18 ,-0.36 ,-0.28 ,-0.32 ,-0.61 ,-0.26 ,-0.31 ,,269.9036632 ,43.2353772 ,-0.137 ,-81.241 ,76.385 ,111.51 ,thin ,K0 ,6.72 ,1.106 ,-39.60 ,-1.80 ,5.40 ,4535.0 ,2.63 ,,9.04 ,
HIP 88102 ,-0.18 ,,-0.24 ,-0.15 ,-0.16 ,-0.11 ,-0.24 ,-0.19 ,-0.08 ,0.03 ,-0.12 ,-0.09 ,-0.13 ,-0.39 ,-0.10 ,-0.18 ,-0.21 ,269.9035629 ,71.6342189 ,-0.100 ,-59.487 ,179.183 ,188.80 ,thin ,K2 ,7.19 ,1.133 ,-39.10 ,-11.10 ,0.70 ,4650.0 ,,,12.07 ,
HIP 22576 ,0.18 ,,0.13 ,0.09 ,0.14 ,0.13 ,0.08 ,0.16 ,0.15 ,,0.18 ,0.14 ,0.13 ,0.05 ,,0.20 ,0.07 ,72.8726796 ,35.8151400 ,7.166 ,23.253 ,17.559 ,30.01 ,thin ,G5 ,6.79 ,0.717 ,51.70 ,-27.30 ,-3.60 ,5936.0 ,4.24 ,1.02 ,1.27 ,
HIP 88122 ,-0.29 ,-3.48 ,-0.47 ,-0.35 ,-0.71 ,-0.29 ,-0.55 ,-0.44 ,-0.53 ,-0.47 ,-0.47 ,-0.65 ,-0.70 ,-1.03 ,-0.53 ,-0.68 ,,269.9841900 ,45.5013775 ,-0.037 ,-134.922 ,137.304 ,192.50 ,thin ,M0+IIIab ,5.69 ,1.562 ,24.80 ,-12.70 ,-11.50 ,4322.0 ,,,47.03 ,
2MASS 19270649+0123013 ,0.10 ,-0.51 ,0.01 ,0.01 ,-0.19 ,-0.11 ,-0.22 ,-0.18 ,-0.02 ,,0.04 ,0.03 ,-0.02 ,-0.16 ,-0.02 ,-0.09 ,0.13 ,291.7770602 ,1.3837111 ,78.634 ,-196.828 ,5.120 ,212.02 ,N/A ,,,,,,,5532.4 ,4.48 ,0.97 ,0.94 ,
HIP 22589 ,0.12 ,,0.12 ,0.00 ,0.12 ,0.09 ,0.06 ,0.10 ,0.16 ,0.15 ,0.15 ,0.08 ,0.12 ,-0.10 ,0.08 ,0.11 ,,72.9190903 ,-31.5673223 ,13.664 ,44.468 ,-28.583 ,54.60 ,thin ,G1V ,8.08 ,0.586 ,-21.40 ,-46.50 ,-10.40 ,6136.0 ,4.42 ,1.14 ,1.09 ,
HIP 88127 ,-0.02 ,,,,-0.08 ,-0.03 ,-0.20 ,-0.12 ,0.02 ,0.19 ,-0.01 ,0.04 ,0.02 ,-0.16 ,-0.04 ,0.01 ,,270.0147018 ,80.0008467 ,0.002 ,-7.765 ,44.040 ,44.72 ,thin ,F7V ,5.94 ,0.521 ,-32.20 ,0.70 ,-10.90 ,6255.0 ,3.87 ,1.22 ,2.12 ,
2MASS 22095429-1346396 ,0.30 ,,0.25 ,0.06 ,0.29 ,0.23 ,0.24 ,0.27 ,0.25 ,,0.27 ,0.24 ,0.33 ,0.24 ,,0.33 ,0.16 ,332.4762720 ,-13.7776866 ,372.479 ,-194.096 ,-102.993 ,432.46 ,N/A ,,,,,,,5350.0 ,4.30 ,0.94 ,1.14 ,
HIP 55363 ,-0.36 ,,-0.24 ,-0.28 ,-0.37 ,-0.34 ,-0.42 ,-0.36 ,-0.36 ,,-0.32 ,-0.42 ,-0.46 ,-0.69 ,-0.37 ,-0.42 ,-0.45 ,170.0483142 ,-19.5779077 ,-32.028 ,5.620 ,-11.565 ,34.51 ,thin ,G2VFe-0.7 ,7.53 ,0.594 ,12.80 ,26.10 ,-26.30 ,6009.0 ,4.69 ,1.07 ,0.95 ,
HIP 22596 ,-0.46 ,-2.40 ,-0.15 ,-0.08 ,-0.46 ,-0.21 ,-0.25 ,-0.30 ,-0.36 ,-0.22 ,-0.23 ,-0.49 ,-0.45 ,-0.84 ,-0.27 ,-0.45 ,-0.39 ,72.9315618 ,45.8341163 ,6.337 ,20.641 ,22.230 ,30.99 ,thin ,G1.V-VI ,6.97 ,0.586 ,-59.90 ,-80.50 ,-9.20 ,5929.0 ,4.32 ,1.06 ,1.18 ,
HIP 88136 ,-0.08 ,-1.58 ,0.11 ,-0.02 ,-0.07 ,0.02 ,-0.17 ,-0.07 ,0.01 ,0.16 ,-0.02 ,-0.07 ,-0.07 ,-0.20 ,0.03 ,-0.03 ,-0.32 ,270.0382571 ,80.0041132 ,0.005 ,-7.876 ,44.685 ,45.37 ,thin ,F7V ,5.64 ,0.516 ,-31.20 ,0.40 ,-9.60 ,6253.0 ,3.70 ,1.21 ,2.58 ,
BD+07 02411b ,-0.28 ,,-0.17 ,,-0.38 ,-0.25 ,-0.37 ,-0.26 ,-0.23 ,,-0.24 ,-0.25 ,-0.29 ,-0.54 ,-0.27 ,-0.30 ,,166.5314977 ,7.0312247 ,-110.746 ,26.523 ,14.045 ,114.74 ,N/A ,,,,,,,5916.0 ,4.58 ,1.11 ,0.90 ,
HIP 55374 ,0.10 ,-3.16 ,-0.04 ,-0.02 ,0.20 ,0.29 ,0.29 ,0.23 ,0.12 ,0.21 ,0.15 ,0.18 ,0.16 ,0.20 ,0.28 ,0.16 ,0.05 ,170.0787260 ,-28.3322272 ,-111.918 ,19.576 ,-61.259 ,129.08 ,N/A ,K1III ,6.70 ,1.124 ,,,,4665.0 ,2.53 ,,9.95 ,
2MASS 19515077+4814397 ,0.11 ,,0.06 ,0.01 ,-0.06 ,0.02 ,0.00 ,0.08 ,0.11 ,,0.06 ,0.14 ,0.11 ,-0.03 ,,0.06 ,0.15 ,297.9615434 ,48.2443723 ,127.493 ,-240.167 ,304.589 ,408.30 ,N/A ,,,,,,,5567.0 ,4.57 ,0.89 ,0.95 ,
HIP 88150 ,-0.40 ,,0.02 ,0.14 ,-0.10 ,0.06 ,-0.03 ,0.08 ,-0.01 ,0.16 ,-0.04 ,0.06 ,0.10 ,-0.13 ,0.07 ,0.06 ,-0.04 ,270.0664590 ,63.5514387 ,0.100 ,-86.362 ,173.606 ,193.90 ,thin ,K2 ,7.03 ,1.089 ,-13.30 ,-7.10 ,-9.20 ,4791.9 ,,,,
HIP 88166 ,-0.70 ,,,-0.12 ,-0.65 ,-0.42 ,-0.66 ,-0.39 ,-0.60 ,,-0.58 ,-0.70 ,,-1.16 ,-0.62 ,-0.72 ,,270.1008486 ,14.7152875 ,0.088 ,-49.959 ,13.121 ,51.65 ,thick ,K0 ,9.23 ,0.690 ,39.10 ,-98.70 ,65.70 ,5474.0 ,4.56 ,0.96 ,0.78 ,
BD+47 2951 ,-0.01 ,,0.39 ,,0.34 ,0.10 ,,-0.01 ,-0.01 ,,,0.68 ,,-0.07 ,,0.05 ,,298.7094193 ,47.7527653 ,116.161 ,-212.090 ,266.246 ,359.67 ,N/A ,,6.70 ,,,,,7000.0 ,3.80 ,1.54 ,3.85 ,
HIP 22632 ,-1.46 ,-0.91 ,-0.62 ,-0.85 ,-1.72 ,-1.14 ,-1.25 ,-1.14 ,-1.18 ,-1.44 ,-1.19 ,-1.47 ,-1.45 ,-1.89 ,-1.41 ,-1.44 ,-1.48 ,73.0412905 ,-27.0641500 ,17.676 ,57.966 ,-30.963 ,68.05 ,thick ,F8IVm-3 ,9.14 ,0.497 ,-63.50 ,-101.90 ,-29.00 ,6311.0 ,4.58 ,1.08 ,0.89 ,
HIP 22633 ,-0.17 ,,-0.28 ,-0.12 ,-0.35 ,-0.20 ,-0.25 ,-0.27 ,-0.17 ,,-0.10 ,-0.20 ,-0.25 ,-0.41 ,,-0.20 ,-0.06 ,73.0439584 ,31.1641692 ,15.153 ,49.699 ,31.422 ,60.72 ,thin ,G5 ,6.72 ,0.875 ,10.80 ,-23.40 ,-22.80 ,5059.0 ,3.43 ,,3.45 ,
HIP 88175 ,-0.07 ,-0.96 ,0.38 ,0.48 ,-0.04 ,-0.08 ,-0.02 ,-0.07 ,-0.03 ,0.16 ,-0.06 ,0.37 ,-0.04 ,-0.20 ,0.18 ,-0.10 ,0.15 ,270.1208752 ,-3.6902715 ,0.048 ,-22.868 ,-1.475 ,22.92 ,thin ,F2V ,4.62 ,0.390 ,-44.60 ,-15.40 ,-25.80 ,6774.0 ,4.05 ,1.39 ,1.83 ,
HIP 55409 ,-0.01 ,-2.44 ,0.16 ,0.03 ,0.00 ,0.06 ,0.00 ,0.04 ,0.07 ,-0.04 ,0.04 ,-0.15 ,-0.03 ,-0.14 ,-0.04 ,-0.03 ,,170.2157023 ,-23.2173415 ,-37.980 ,6.550 ,-16.532 ,41.94 ,thin ,G3/5V ,7.99 ,0.658 ,-16.90 ,-33.30 ,-37.00 ,5770.0 ,4.63 ,1.00 ,1.00 ,
2MASS 18184825+4510192 ,-0.24 ,,-0.15 ,-0.19 ,-0.42 ,-0.20 ,-0.35 ,-0.20 ,-0.19 ,,-0.18 ,-0.21 ,-0.26 ,-0.51 ,,-0.25 ,-0.27 ,274.7010540 ,45.1720167 ,16.626 ,-202.176 ,204.080 ,287.75 ,N/A ,,,,,,,5869.8 ,4.40 ,1.06 ,1.22 ,
HIP 55412 ,0.06 ,-2.96 ,0.06 ,0.29 ,0.40 ,0.28 ,0.44 ,0.38 ,0.32 ,0.35 ,0.35 ,0.44 ,0.35 ,0.31 ,0.35 ,0.34 ,0.28 ,170.2241570 ,67.1007499 ,-46.817 ,8.066 ,112.468 ,122.09 ,thin ,G8 ,6.20 ,1.018 ,53.60 ,-41.60 ,-14.60 ,4825.0 ,2.70 ,,11.65 ,
HIP 55415 ,-0.28 ,,,,-0.03 ,0.01 ,0.05 ,-0.07 ,-0.07 ,0.10 ,0.07 ,0.10 ,-0.19 ,-0.43 ,-0.03 ,-0.21 ,,170.2292280 ,-58.7036137 ,-50.046 ,8.618 ,-83.535 ,97.76 ,N/A ,K0III ,7.02 ,0.996 ,,,,4790.0 ,3.06 ,,5.93 ,
2MASS 19061247+3905445 ,0.12 ,,-0.01 ,-0.09 ,-0.09 ,0.03 ,-0.09 ,0.12 ,0.12 ,,0.12 ,0.04 ,0.09 ,0.01 ,,0.08 ,0.05 ,286.5519292 ,39.0956840 ,88.978 ,-299.389 ,253.786 ,402.44 ,N/A ,,,,,,,4938.7 ,4.54 ,0.83 ,0.81 ,
HIP 22650 ,0.40 ,,,,0.51 ,,,0.35 ,,,0.31 ,,,,,0.30 ,,73.0896389 ,45.9399118 ,13.763 ,45.270 ,48.894 ,68.04 ,thin ,F7V ,6.68 ,0.558 ,-27.20 ,-16.10 ,2.10 ,6168.0 ,3.70 ,1.17 ,2.54 ,
HIP 88188 ,0.13 ,,,,-0.01 ,0.05 ,-0.01 ,0.01 ,0.01 ,0.03 ,0.06 ,0.24 ,0.04 ,-0.14 ,0.02 ,0.04 ,,270.1504711 ,68.5567038 ,0.055 ,-21.119 ,53.771 ,57.77 ,N/A ,K2 ,9.75 ,0.829 ,,,,4060.0 ,4.58 ,0.91 ,0.81 ,
HIP 88194 ,-0.04 ,-2.32 ,-0.05 ,-0.09 ,-0.12 ,-0.02 ,-0.05 ,-0.06 ,-0.01 ,0.02 ,0.00 ,-0.12 ,-0.08 ,-0.18 ,-0.04 ,-0.06 ,-0.07 ,270.1620604 ,29.5719227 ,0.069 ,-24.497 ,13.900 ,28.17 ,thin ,G2V ,7.07 ,0.635 ,-17.70 ,2.30 ,24.00 ,5759.0 ,4.40 ,0.99 ,1.03 ,
