HIP,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
103219,-0.09,-3.24,-0.38,-0.25,-0.31,-0.13,-0.36,-0.22,-0.13,-0.12,-0.27,-0.18,-0.22,-0.47,-0.29,-0.25,,19.853,-20.786,114.652,thin 
103226,-0.47,-3.78,-0.37,-0.04,-0.29,-0.03,-0.03,-0.14,-0.2,-0.19,-0.12,-0.22,-0.38,-0.66,-0.24,-0.4,-0.39,78.822,-82.485,-36.901,thin 
103227,-0.02,,,,,,0.12,0.12,0.15,-0.08,-0.15,-0.13,-0.14,,-0.1,-0.09,-0.02,56.039,-58.637,-132.12,thin 
70459,0.07,-0.73,0.06,-0.01,0.06,0.06,0.02,0.07,0.13,0.13,0.1,0.0,0.09,-0.07,0.04,0.08,0.13,-12.933,-9.462,-32.433,thin 
103237,-0.19,,0.05,0.04,-0.14,-0.15,-0.3,-0.01,-0.05,,-0.17,-0.02,,-0.34,-0.22,-0.16,,51.126,-53.453,-1.776,thin 
70470,0.27,,,0.38,0.2,,0.18,0.11,0.04,0.41,0.17,-0.06,0.15,0.11,0.15,0.11,0.18,-25.844,-18.917,28.112,thin 
103250,0.19,-0.7,0.15,0.04,0.24,0.1,0.1,0.24,0.18,0.22,0.22,0.18,0.17,0.13,0.19,0.22,,36.182,-37.778,-6.588,thin 
103256,0.04,-3.78,,-0.01,,-0.06,,0.13,0.07,,0.15,,,-0.05,,,,16.216,-16.923,5.487,thin 
37727,0.01,,-0.18,0.03,-0.15,-0.11,-0.09,-0.02,-0.02,,0.01,-0.04,0.04,,-0.15,-0.02,,-8.392,17.154,-23.139,thin 
70497,0.0,-1.15,0.21,,0.26,0.24,0.19,0.15,0.02,0.71,0.06,0.16,0.02,-0.2,0.2,0.02,-0.05,-7.22,-5.303,11.404,thin 
37732,0.03,,-0.08,-0.05,-0.07,0.04,-0.01,0.05,-0.02,,0.03,0.05,0.02,,0.02,0.04,,-21.539,44.001,-4.333,thin 
103269,-1.64,,,-0.94,-2.14,-1.48,,-1.58,-1.5,,-1.5,-1.65,-1.84,-1.85,,-1.81,,36.651,-38.193,48.167,thick 
37734,0.05,,-0.17,-0.14,-0.1,-0.03,-0.05,-0.18,0.03,,0.01,-0.02,0.01,0.03,,0.08,0.11,-36.042,73.618,83.028,thin 
37740,-0.02,-2.62,-0.18,0.02,0.19,0.12,0.07,0.11,0.07,0.02,0.01,-0.08,0.04,-0.03,0.06,0.0,0.06,-17.819,36.354,18.364,thin 
103276,-0.55,,-0.48,-0.39,-0.54,-0.51,-0.6,-0.51,-0.3,-0.33,-0.49,-0.42,-0.49,-0.75,-0.47,-0.44,,85.774,-89.306,237.07,N/A 
70519,-1.84,,-1.54,-0.82,-1.86,-0.39,-0.45,0.46,0.43,,0.01,-1.48,-0.23,-0.61,-0.39,-0.08,,-162.075,-119.382,-191.985,N/A 
70520,-0.58,-1.49,-0.27,-0.08,-0.44,-0.22,-0.39,-0.33,-0.33,-0.35,-0.32,-0.49,-0.52,-0.97,-0.46,-0.52,,-32.863,-24.207,15.334,thick 
5004,-1.07,,,-0.24,-1.27,-0.65,,-0.82,-0.87,,-0.77,-0.97,-1.13,-1.68,,-1.12,,47.228,13.565,-33.993,thick 
103309,-0.07,,-0.27,-0.16,-0.28,-0.12,-0.2,-0.25,-0.07,,-0.13,-0.17,-0.11,-0.21,,-0.06,0.09,72.922,-75.656,14.144,thin 
5016,-0.16,-2.36,-0.02,0.1,-0.2,-0.13,-0.3,-0.08,-0.12,-0.34,-0.16,-0.16,-0.18,-0.31,-0.2,-0.18,-0.15,31.86,9.177,45.978,thin 
37789,-0.64,-1.25,-0.38,-0.23,-0.63,-0.36,-0.54,-0.52,-0.5,-0.5,-0.45,-0.63,-0.66,-0.98,,-0.62,-0.69,-11.589,23.516,21.655,thick 
70557,-0.01,,-0.01,-0.05,-0.14,-0.02,-0.09,-0.01,0.01,,-0.04,-0.02,-0.03,-0.1,,0.0,0.05,-26.967,-19.95,8.012,thin 
70560,-0.77,,,,-0.68,-0.6,-0.49,-0.56,-0.55,-0.3,-0.21,-0.28,-0.62,-0.91,-0.63,-0.7,,-35.12,-25.987,29.882,N/A 
5031,-0.55,,-0.19,-0.3,-0.54,-0.34,-0.4,-0.46,-0.39,-0.42,-0.27,-0.3,-0.47,-0.66,-0.42,-0.56,-0.49,37.411,10.806,-1.609,thin 
103342,-0.3,,-0.31,-0.15,-0.25,-0.13,-0.31,-0.19,-0.17,-0.11,-0.25,-0.19,-0.19,-0.48,-0.18,-0.21,,24.713,-25.546,139.644,thin 
103357,-0.73,,-0.47,-0.29,-0.69,-0.52,-0.7,-0.59,-0.49,-0.4,-0.58,-0.54,-0.61,-0.96,-0.5,-0.62,,87.351,-90.127,279.634,N/A 
5054,-0.5,-2.58,-0.12,-0.15,-0.45,-0.2,-0.32,-0.38,-0.35,-0.32,-0.27,-0.44,-0.6,-0.83,-0.35,-0.52,-0.3,31.354,9.09,-26.899,thin 
37826,0.12,-2.45,-0.05,0.04,0.18,0.16,0.17,0.21,0.09,0.03,0.12,0.06,0.07,0.12,0.12,0.12,0.21,-4.056,8.196,4.868,thin 
70608,0.23,,0.27,0.25,0.15,0.3,0.22,0.14,0.27,0.32,0.24,0.31,0.27,0.22,0.28,0.23,0.3,-33.202,-24.698,-14.103,thin 
70610,-0.18,,-0.19,,-0.06,-0.16,0.0,-0.25,-0.11,0.22,0.09,0.38,-0.13,-0.4,-0.15,-0.18,,-4.691,-3.49,-38.908,thin 
37844,0.07,,0.04,0.07,0.07,0.2,-0.01,0.08,0.1,0.13,0.08,-0.1,0.08,-0.15,0.07,0.04,0.17,-24.726,49.871,-9.976,thin 
70616,0.39,,0.51,0.15,0.7,0.38,0.58,0.48,0.32,0.67,0.5,0.65,0.34,0.81,0.62,0.52,,-43.14,-32.127,5.592,thin 
70618,-0.32,,,,-0.31,-0.13,-0.26,-0.25,-0.14,-0.06,-0.1,-0.14,-0.28,-0.45,-0.23,-0.24,-0.37,-9.943,-7.406,60.931,thin 
37853,-0.77,-1.87,-0.55,-0.24,-0.66,-0.4,-0.57,-0.55,-0.5,-0.52,-0.49,-0.46,-0.77,-1.08,-0.54,-0.77,-0.84,-5.598,11.28,-8.549,thick 
103389,-0.05,,-0.04,-0.04,-0.08,-0.06,-0.19,-0.02,-0.01,0.1,-0.05,-0.07,-0.01,-0.25,-0.05,-0.07,0.03,13.174,-13.548,-9.338,thin 
70623,0.6,,0.52,0.26,0.75,0.54,0.43,0.54,0.37,,0.52,0.64,0.45,0.44,,0.64,0.36,-58.273,-43.437,-6.586,thin 
103391,0.15,,-0.07,-0.08,0.0,0.05,0.06,-0.08,0.11,,0.06,0.04,0.11,0.17,,0.18,0.17,52.382,-53.87,2.25,thick 
103392,0.02,,-0.2,-0.18,-0.19,-0.04,-0.09,-0.17,-0.01,,-0.01,-0.05,-0.02,-0.03,,0.04,0.09,44.802,-46.071,59.708,thin 
70638,-0.21,,,,-0.07,-0.17,-0.1,-0.13,-0.26,-0.47,-0.2,0.06,-0.36,-0.34,-0.36,-0.37,,-8.025,-5.988,-90.236,thin 
5106,-0.22,-1.28,0.04,-0.09,-0.32,-0.32,-0.43,-0.19,-0.27,,-0.37,-0.45,,-0.57,-0.25,-0.33,,23.395,6.868,49.379,thin 
5110,-0.03,,0.05,,-0.12,-0.16,-0.11,-0.13,-0.16,0.12,0.0,0.15,-0.15,-0.34,-0.09,-0.08,,25.198,7.404,7.229,thin 
103414,0.22,-2.93,0.08,0.07,0.3,0.38,0.42,0.48,0.17,0.21,0.2,0.27,0.31,0.36,0.44,0.32,0.16,69.354,-71.085,0.804,thin 
5114,-0.63,,-0.41,,-0.33,-0.49,-0.37,-0.62,-0.42,-0.16,-0.23,-0.04,-0.46,-0.88,-0.48,-0.62,,15.858,4.662,-38.459,N/A 
103420,-0.41,,,,-0.27,-0.07,-0.21,-0.19,-0.18,-0.07,-0.19,-0.16,-0.27,-0.56,-0.12,-0.24,,41.372,-42.391,154.773,thin 
5121,0.05,-2.76,-0.17,-0.04,0.06,0.12,0.18,0.08,0.08,0.01,0.04,0.02,0.1,0.0,0.06,0.04,0.06,87.526,25.767,-16.054,thin 
5122,-0.55,,-0.06,-0.05,-0.53,-0.36,-0.5,-0.33,-0.48,,-0.47,-0.56,,-0.97,-0.48,-0.56,,4.393,1.295,97.796,thick 
37901,0.25,,,,0.41,0.28,0.44,0.24,0.38,0.33,0.27,0.11,0.37,0.1,0.3,0.28,,-34.816,69.803,-9.263,thin 
5134,-0.18,-1.53,-0.19,-0.12,-0.33,,-0.25,-0.22,-0.12,-0.09,-0.15,-0.26,-0.23,-0.35,,-0.23,,58.588,17.275,2.642,N/A 
103438,0.2,,,-0.17,0.03,0.12,0.08,0.13,0.15,,0.23,0.2,0.2,,0.12,0.18,,19.167,-19.611,-45.775,thin 
37908,-0.24,-4.83,-0.1,-0.19,0.15,0.0,0.19,-0.01,-0.08,-0.28,-0.18,-0.13,-0.06,-0.61,-0.06,-0.2,-0.21,-46.233,92.604,34.652,thin 
70681,-1.13,-1.76,-0.94,-0.55,-1.28,-0.78,-0.98,-0.77,-0.83,-1.09,-0.85,-1.16,-1.16,-1.62,-1.06,-1.13,-0.97,-42.575,-31.912,-17.711,thick 
37918,0.13,,,,0.18,0.13,0.17,0.13,0.12,,0.15,,0.08,,,0.11,,-7.647,15.297,-29.401,thin 
103455,0.09,,0.08,0.07,0.06,0.1,0.02,0.08,0.13,0.25,0.05,0.04,0.11,-0.05,0.19,0.07,0.18,19.903,-20.314,14.121,thin 
103458,-0.6,-2.28,-0.3,-0.26,-0.54,-0.33,-0.47,-0.44,-0.42,-0.4,-0.36,-0.55,-0.62,-0.88,-0.39,-0.59,-0.69,10.782,-11.003,-14.944,thick 
37923,0.14,,0.11,0.02,0.09,0.15,0.11,0.12,0.15,0.14,0.13,0.12,0.16,0.09,0.1,0.1,0.27,-7.583,15.162,-29.139,thin 
70692,-0.16,-3.84,-0.43,-0.17,-0.04,-0.02,0.09,0.07,-0.23,-0.22,-0.15,-0.14,0.08,-0.13,-0.02,-0.11,0.11,-20.474,-15.362,100.388,thin 
5158,0.22,,0.14,,0.48,0.22,0.4,0.18,0.29,0.78,0.47,0.78,0.21,0.09,0.4,0.28,,45.819,13.58,-19.749,thin 
70695,-0.06,,-0.02,-0.11,-0.05,0.01,-0.02,-0.04,-0.02,0.0,-0.01,-0.1,-0.05,-0.16,-0.03,-0.05,-0.07,-18.608,-13.965,-29.707,thin 
37930,0.02,,0.15,-0.11,0.13,0.18,0.21,0.12,0.1,0.12,0.19,0.16,0.02,-0.02,0.16,0.06,,-10.619,21.209,-43.558,thin 
5163,-0.52,-1.99,-0.18,-0.17,-0.64,-0.47,-0.61,-0.42,-0.59,,-0.6,-0.74,,-1.12,-0.61,-0.67,,73.272,21.734,2.277,thick 
5170,0.06,-3.03,-0.16,-0.06,0.32,0.15,0.27,0.25,0.19,0.04,0.11,0.13,0.15,0.13,0.17,0.11,0.14,98.382,29.202,-45.675,thin 
103474,-0.25,,-0.25,-0.05,-0.21,-0.14,-0.21,-0.09,-0.12,-0.02,-0.17,-0.1,-0.15,-0.38,-0.09,-0.1,,83.246,-84.836,290.722,N/A 
5176,0.18,-1.39,0.27,0.08,0.2,0.23,0.17,0.16,0.17,0.29,0.18,0.13,0.12,0.08,0.13,0.21,0.18,50.681,15.063,12.452,thin 
70713,0.1,,0.03,0.13,0.04,0.01,-0.24,0.07,0.12,,0.06,0.08,0.01,,0.08,0.07,,-71.503,-53.761,-63.232,thin 
37949,0.07,-3.5,-0.2,-0.23,0.24,0.22,0.3,0.4,0.15,-0.05,0.01,0.08,0.17,0.04,0.13,0.16,-0.02,-19.17,38.169,93.533,thin 
5189,0.3,,0.3,0.24,0.31,0.21,0.22,0.27,0.29,,0.28,0.23,0.28,0.27,,0.33,0.24,78.2,23.323,-1.067,thin 
103498,-1.0,-1.23,-0.8,-0.54,-0.94,-0.62,-0.78,-0.79,-0.75,-0.88,-0.76,-0.93,-1.11,-1.41,-0.79,-1.02,-1.12,23.483,-23.867,-37.453,thin 
70735,0.21,,-0.05,-0.09,0.02,0.09,0.03,0.01,0.21,,0.13,0.1,0.15,0.15,,0.2,0.43,-67.015,-50.485,60.018,thin 
70744,-0.53,,-0.37,-0.21,-0.48,-0.35,-0.49,-0.44,-0.28,-0.28,-0.42,-0.39,-0.42,-0.74,-0.4,-0.44,,-87.055,-65.615,248.817,thin 
103519,0.17,-2.69,-0.01,0.11,0.3,0.29,0.23,0.24,0.13,0.12,0.18,0.08,0.16,0.28,0.22,0.2,0.16,34.491,-34.999,48.24,thin 
70755,0.02,-0.83,0.06,0.24,-0.13,0.12,-0.02,0.03,0.13,0.21,0.04,-0.06,0.1,-0.1,0.12,0.0,0.18,-29.797,-22.495,-1.452,thin 
70756,-0.11,,-0.26,,0.01,-0.17,0.02,-0.15,-0.04,0.31,0.15,0.34,-0.08,-0.36,-0.05,-0.12,,-26.939,-20.337,-9.749,N/A 
103527,0.05,-2.78,-0.17,0.03,0.2,0.13,0.12,0.14,0.16,0.03,0.18,0.04,0.09,0.08,0.08,0.08,0.17,52.572,-53.296,14.334,thin 
5224,-0.23,,-0.16,-0.24,-0.2,-0.16,-0.15,-0.22,-0.15,0.0,-0.03,0.19,-0.19,-0.35,-0.17,-0.24,-0.07,17.824,5.347,-22.971,thin 
70761,-0.5,,-0.45,-0.07,-0.71,-0.34,-0.32,-0.44,-0.24,,-0.16,-0.4,-0.55,-1.05,,-0.42,-0.24,-102.405,-77.355,58.534,thick 
5227,-0.23,,0.0,0.51,-0.31,-0.39,-0.31,-0.35,0.01,,-0.25,-0.31,-0.34,-0.35,,-0.33,-0.3,82.514,24.762,-36.313,thin 
70782,0.16,-0.48,0.18,0.12,0.04,0.18,0.02,0.13,0.21,0.34,0.13,0.1,0.15,0.03,0.32,0.13,0.18,-31.571,-23.903,1.929,thin 
38018,-0.1,-1.69,0.01,0.0,0.0,0.05,-0.08,0.02,0.12,0.07,-0.01,0.0,0.05,-0.13,-0.02,0.06,-0.03,-4.456,8.791,27.385,thin 
70791,-0.73,-3.98,-0.71,-0.45,-0.64,-0.23,,-0.33,-0.34,,-0.3,-0.59,,-0.88,,-0.6,,-49.364,-37.412,73.411,thick 
5264,0.04,,,-0.12,-0.09,0.1,-0.03,0.0,0.04,0.12,-0.05,-0.08,-0.06,-0.11,0.06,-0.01,-0.05,68.324,20.642,-106.23,thin 
5268,0.02,-2.4,-0.26,-0.29,0.26,0.12,0.12,0.12,0.12,0.12,0.06,0.09,0.09,-0.05,0.05,-0.02,0.05,42.327,12.802,-82.386,thin 
103572,-0.61,-1.82,-0.39,-0.25,-0.6,-0.3,-0.49,-0.4,-0.4,-0.38,-0.36,-0.53,-0.62,-0.91,-0.42,-0.6,-0.59,42.308,-42.646,-28.5,thick 
38041,-0.14,,-0.1,-0.12,-0.18,-0.08,-0.12,-0.13,-0.06,-0.12,-0.04,-0.08,-0.09,-0.23,-0.15,-0.16,0.07,-8.592,16.894,-26.342,thin 
5280,-0.05,-0.62,-0.03,-0.09,-0.06,-0.02,-0.12,-0.03,0.03,0.02,0.0,-0.11,-0.05,-0.24,-0.06,-0.07,0.04,23.977,7.277,-22.361,thin 
5286,0.12,-3.78,,-0.07,0.43,0.1,0.15,0.11,0.2,0.74,0.26,0.72,0.14,0.0,0.32,0.22,,18.112,5.506,8.018,thin 
70829,-0.6,,-0.41,-0.27,-0.6,-0.35,-0.4,-0.45,-0.45,-0.41,-0.35,-0.45,-0.59,-0.87,-0.41,-0.6,-0.37,-27.588,-20.989,-36.839,thick 
103598,-0.39,,-0.48,-0.13,-0.6,-0.37,-0.5,-0.48,-0.42,-0.3,-0.35,-0.5,-0.55,-0.87,-0.38,-0.52,,73.946,-74.319,177.547,thin 
5296,0.3,,,,0.21,,,0.17,,,0.51,,,,,0.03,,44.174,13.457,-7.964,thin 
5301,-0.03,-2.37,-0.02,-0.08,-0.09,-0.01,-0.07,-0.06,-0.02,0.0,-0.04,-0.11,-0.06,-0.16,-0.01,-0.05,-0.06,48.377,14.747,-7.318,thin 
103606,-0.3,,-0.2,0.03,-0.39,-0.18,-0.33,-0.18,-0.33,-0.1,-0.34,-0.23,-0.26,-0.52,-0.2,-0.29,,118.287,-118.819,248.005,thin 
38072,0.1,-1.66,0.06,0.05,0.01,0.15,0.05,0.04,0.13,0.16,0.1,0.02,0.08,0.01,0.13,0.04,0.18,-30.956,60.689,-35.495,N/A 
103609,-0.27,,,0.03,-0.3,0.03,-0.06,-0.11,-0.11,-0.12,-0.06,-0.16,-0.28,-0.54,-0.13,-0.24,-0.29,44.396,-44.583,-32.092,thick 
5311,0.05,,-0.02,0.01,-0.04,0.05,-0.06,0.04,0.08,0.14,0.06,-0.02,0.04,-0.08,0.03,0.01,0.22,72.959,22.292,-59.385,N/A 
5315,-0.38,,-0.14,0.08,-0.26,-0.07,-0.14,-0.19,-0.16,-0.3,-0.1,-0.36,-0.37,-0.78,-0.32,-0.34,-0.37,44.661,13.653,1.625,thick 
70857,-0.02,,0.02,-0.02,-0.07,0.06,-0.04,0.01,0.02,0.09,0.05,-0.1,0.01,-0.13,0.02,-0.01,-0.1,-2.5,-1.908,19.439,thin 
103633,-0.36,,-0.5,-0.27,-0.24,-0.16,-0.32,-0.16,-0.19,-0.13,-0.28,-0.21,-0.22,-0.49,-0.24,-0.23,,157.003,-157.24,319.924,thin 
5335,-0.22,,-0.17,-0.12,-0.39,-0.14,-0.18,-0.17,-0.16,,-0.17,-0.14,-0.22,-0.44,,-0.23,-0.26,28.823,8.841,12.167,thin 
5336,-0.79,,-0.49,-0.18,-0.82,-0.46,-0.56,-0.55,-0.58,-0.54,-0.48,-0.66,-0.84,-1.15,-0.62,-0.8,-0.65,4.148,1.274,6.179,thick 
70873,0.26,-1.73,0.24,0.09,0.3,0.29,0.27,0.22,0.2,0.31,0.2,0.17,0.22,0.14,0.33,0.23,0.17,-13.843,-10.585,15.579,thin 
103641,-0.17,,,,-0.05,-0.1,-0.16,-0.1,-0.03,0.19,0.05,-0.23,-0.13,-0.43,-0.16,-0.14,,21.836,-21.851,26.16,thin 
103654,0.18,-1.09,0.26,0.12,0.18,0.22,0.18,0.17,0.19,0.27,0.14,0.14,0.17,0.1,0.22,0.2,0.06,9.476,-9.468,-35.98,thin 
103659,0.2,,,0.19,0.31,,,0.14,0.15,,0.04,0.22,0.02,0.01,0.1,0.05,,52.631,-52.565,-13.959,thin 
5364,0.08,-2.11,-0.15,-0.1,0.41,0.33,0.38,0.34,0.28,0.11,0.19,0.24,0.28,0.14,0.2,0.24,0.23,33.251,10.26,-6.25,thin 
103669,-0.42,,-0.4,-0.12,-0.47,-0.29,-0.37,-0.34,-0.24,-0.14,-0.33,-0.23,-0.31,-0.59,-0.29,-0.34,,74.328,-74.141,193.333,thin 
38134,-0.85,,,-0.33,-0.81,-0.49,-0.63,-0.59,-0.57,-0.65,-0.5,-0.76,-0.79,-1.22,-0.41,-0.81,-0.84,-20.669,40.178,-21.044,thick 
103673,-0.3,-0.84,-0.31,-0.12,-0.31,-0.33,-0.35,-0.3,-0.21,,-0.3,,-0.26,,,-0.34,,12.158,-12.12,-21.401,thin 
38140,0.17,,,,0.14,-0.07,-0.07,-0.04,-0.01,,0.03,,-0.05,,,-0.09,,-76.4,148.367,12.647,thin 
103682,0.29,-0.83,0.31,0.14,0.31,0.3,0.28,0.3,0.28,0.41,0.28,0.23,0.3,0.27,0.41,0.34,0.26,19.068,-18.974,-2.226,thin 
70922,-0.7,-1.78,-0.47,-0.14,-0.67,-0.36,-0.6,-0.5,-0.54,-0.49,-0.5,-0.57,-0.78,-1.08,-0.54,-0.76,-0.66,-21.844,-16.794,-53.758,thin 
103691,-0.26,,,-0.03,-0.51,-0.15,,-0.28,-0.24,,-0.1,-0.25,-0.29,-0.52,,-0.35,,35.986,-35.761,34.077,thick 
103692,0.3,,,0.29,0.25,0.24,0.22,0.32,0.25,0.33,0.21,0.17,0.25,0.19,0.35,0.32,0.15,38.475,-38.232,17.048,thin 
5389,-0.08,,-0.23,0.36,-0.17,-0.06,-0.1,-0.08,-0.13,,-0.06,-0.06,-0.06,,-0.11,-0.07,,39.605,12.291,-24.847,thin 
103693,-0.36,-4.67,-0.31,-0.31,0.09,-0.11,0.13,0.09,-0.23,-0.52,-0.4,-0.28,-0.19,-0.64,-0.34,-0.35,-0.73,104.58,-103.922,-200.994,N/A 
5395,0.36,,0.37,0.18,0.33,0.27,0.29,0.39,0.27,,0.36,0.32,0.31,,0.36,0.39,,63.183,19.631,-60.419,thin 
38172,-0.36,-0.82,-0.11,-0.12,-0.37,-0.33,-0.49,-0.29,-0.28,,-0.36,-0.46,,-0.7,-0.36,-0.39,,-17.065,33.022,16.931,thin 
38179,-0.18,,0.14,,-0.08,,-0.24,-0.04,-0.12,,0.07,,,,,-0.16,,-7.812,15.095,-28.718,thin 
38181,-0.24,,,,-0.16,-0.09,-0.11,-0.1,-0.13,-0.12,-0.09,-0.1,-0.21,-0.25,-0.2,-0.22,,-34.223,66.122,-105.593,N/A 
70950,-0.04,-4.03,,,,-0.09,,-0.02,,,-0.17,,,-0.25,,,,-14.522,-11.219,13.067,thin 
38183,0.03,,,,0.06,0.02,-0.04,0.0,-0.02,-0.02,0.01,0.04,-0.06,0.04,-0.01,-0.1,,-34.931,67.481,-75.328,thin 
103722,-0.29,,,,-0.06,0.09,-0.1,-0.18,-0.4,,-0.3,,,,,-0.36,,294.665,-291.933,7.493,N/A 
103735,-0.22,,,-0.14,-0.32,-0.12,-0.22,-0.25,-0.14,-0.14,-0.24,,-0.22,,-0.13,-0.31,-0.3,26.957,-26.67,-26.734,thin 
103738,-0.02,-2.11,-0.45,-0.18,0.18,0.04,0.06,0.03,0.03,-0.02,-0.02,-0.08,0.0,-0.21,0.0,-0.09,-0.06,44.471,-43.973,-39.472,thin 
103744,0.1,,-0.32,-0.23,-0.08,-0.04,-0.01,-0.06,0.08,,-0.02,-0.01,-0.04,-0.15,,0.04,0.27,195.869,-193.535,-12.09,thin 
5441,-0.6,-1.21,,-0.22,-0.6,-0.33,-0.79,-0.52,-0.59,-0.57,-0.64,,,-0.92,,-0.65,,62.291,19.517,54.35,thin 
38211,0.14,-3.49,-0.04,0.01,0.48,0.3,0.56,0.46,0.27,0.22,0.23,0.37,0.34,0.2,0.32,0.28,0.16,-34.31,66.13,-23.102,thin 
5445,-1.4,,-1.43,,-1.78,-1.28,,-1.26,-1.26,,-1.28,-1.62,-1.63,,,-1.64,,62.92,19.753,121.7,thick 
5447,-0.12,,-0.06,-0.11,,,,-0.44,-0.2,,,,,,,,,47.402,14.885,35.597,thin 
38216,0.23,-0.98,0.26,0.22,0.32,0.2,0.15,0.2,0.24,0.43,0.24,0.14,0.2,0.13,0.3,0.25,0.4,-21.619,41.638,-17.269,thin 
70991,0.12,,0.07,-0.19,0.02,0.08,-0.02,0.07,0.08,,0.1,0.05,0.06,,0.07,0.12,,-63.556,-49.301,-29.241,thin 
38225,-0.27,-0.56,,,-0.29,-0.09,-0.22,-0.17,-0.22,-0.11,-0.2,-0.23,-0.26,-0.51,-0.17,-0.23,-0.64,-1.332,2.562,45.464,thin 
5458,-0.84,,,-0.71,-1.1,-0.83,-0.87,-0.66,-0.62,-0.85,-0.86,-0.98,-0.9,-1.43,-0.86,-0.91,,114.211,35.94,169.348,thick 
38228,0.0,-0.87,-0.09,0.0,-0.08,0.02,-0.05,-0.03,0.09,0.15,0.03,0.0,0.04,-0.15,0.07,-0.04,0.08,-9.154,17.601,10.267,thin 
71001,0.01,,-0.1,,0.07,-0.02,0.04,0.02,0.05,0.13,0.12,0.33,0.02,-0.16,0.04,-0.02,,-23.976,-18.609,-37.996,thin 
103773,-0.25,,,-0.27,-0.39,-0.14,-0.27,-0.26,-0.22,-0.15,-0.26,-0.3,-0.33,-0.46,-0.14,-0.32,-0.39,73.14,-72.055,-45.282,thin 
5476,-0.06,,-0.18,-0.09,-0.18,-0.12,-0.38,-0.12,-0.03,,0.0,0.07,-0.07,-0.47,,-0.14,-0.13,52.258,16.507,69.499,N/A 
5477,-0.73,-2.95,-0.68,-0.42,-0.6,-0.29,-0.34,-0.4,-0.47,-0.54,-0.46,-0.62,-0.72,-1.1,-0.54,-0.7,-0.43,72.671,22.956,-120.527,thick 
5480,-0.01,,-0.11,0.05,-0.19,-0.07,-0.41,-0.06,0.04,,0.0,0.03,0.01,-0.34,,-0.13,0.06,52.647,16.631,70.027,N/A 
71018,-0.07,,,,0.03,0.06,0.06,0.06,0.01,0.13,0.08,0.18,-0.02,-0.05,0.14,-0.02,,-44.563,-34.656,-62.106,N/A 
71019,-0.31,,0.14,0.06,-0.38,-0.12,-0.22,-0.13,-0.22,-0.16,-0.21,-0.3,-0.34,-0.68,-0.21,-0.32,-0.42,-65.24,-50.744,-41.386,thick 
103787,-0.06,,-0.1,,0.18,-0.02,0.1,-0.05,0.03,0.48,0.28,0.55,-0.01,-0.28,0.1,-0.03,,25.063,-24.654,-14.621,N/A 
5493,-0.01,,0.12,-0.05,-0.12,0.02,-0.08,-0.04,-0.02,0.57,-0.02,-0.02,0.04,-0.1,0.08,-0.1,0.29,37.532,11.89,35.55,thin 
38267,0.18,,,,0.02,0.06,0.1,0.09,-0.05,,0.05,,-0.07,,,-0.03,,-21.588,41.294,-56.545,thin 
103812,-0.47,,,-0.14,-0.57,-0.24,,-0.35,-0.38,,-0.23,-0.45,-0.53,-0.93,,-0.53,,40.492,-39.721,20.534,thin 
103820,-0.11,,-0.17,,-0.13,-0.15,-0.04,-0.12,-0.01,0.22,0.1,0.34,-0.04,-0.34,-0.06,-0.16,,13.579,-13.309,-24.594,N/A 
71053,-0.06,-3.64,-0.18,-0.13,-0.04,0.13,0.14,0.07,-0.24,-0.05,-0.08,-0.27,0.03,-0.15,0.1,-0.06,-0.05,-30.991,-24.176,23.034,thin 
5521,-0.11,,-0.18,-0.15,-0.36,-0.22,-0.31,-0.18,-0.14,,-0.16,-0.17,-0.17,-0.43,,-0.24,-0.05,18.755,5.976,18.312,thin 
38292,-0.03,-2.66,-0.39,-0.17,0.15,0.1,0.09,0.04,0.09,-0.1,-0.06,-0.13,0.01,-0.15,-0.05,-0.1,-0.02,-55.006,104.872,-116.699,thin 
5529,0.31,,0.39,0.3,0.54,0.42,0.43,0.38,0.32,0.49,0.42,0.58,0.39,0.36,0.52,0.4,0.46,13.89,4.432,-33.038,thin 
103833,0.22,,,,0.52,,,0.7,0.91,,0.79,-0.28,1.5,,0.55,0.68,,31.987,-31.316,23.609,thin 
5531,-0.38,-0.72,-0.21,-0.11,-0.38,-0.25,-0.37,-0.32,-0.34,,-0.39,-0.48,,-0.7,-0.38,-0.41,,21.604,6.9,55.518,thin 
71069,-0.69,,,,-0.42,-0.29,-0.34,-0.48,-0.28,-0.22,-0.33,-0.44,-0.47,-0.81,-0.36,-0.47,,-71.147,-55.603,343.624,thin 
5534,-0.05,,-0.04,-0.02,-0.11,-0.06,-0.15,-0.07,-0.02,,-0.04,-0.03,-0.05,-0.22,,-0.07,-0.04,36.767,11.752,6.504,thin 
38303,0.15,,,,0.17,0.18,0.04,0.02,0.03,,0.06,,-0.07,,,-0.09,,-86.38,164.439,14.486,thin 
38307,0.16,-3.08,-0.11,0.09,0.47,0.23,0.44,0.35,0.22,0.17,0.22,0.26,0.24,0.17,0.24,0.23,0.06,-60.992,116.024,-25.785,thin 
5540,-0.22,,,,-0.31,-0.16,-0.26,-0.23,-0.08,0.58,-0.08,-0.18,-0.12,-0.52,0.15,-0.27,-0.19,120.567,38.619,-35.595,N/A 
