HIP_num,Exo,Multi,discoverymethod,MaxPMass,StarMass
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.96
,1,1,Transit,,1.16
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,
,1,1,Transit,,1
,1,1,Transit,,0.97
,1,3,Transit,,0.8
,1,3,Transit,,0.84
,1,3,Transit,,0.84
,1,3,Transit,,0.88
,1,3,Transit,,
,1,3,Transit,,0.8
,1,3,Transit,,0.88
,1,3,Transit,,0.8
,1,3,Transit,,0.84
,1,3,Transit,,0.88
,1,3,Transit,,
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,0.02171,0.71
,1,2,Transit,,0.71
,1,2,Transit,,0.73
,1,2,Transit,,0.72
,1,2,Transit,,0.71
,1,2,Transit,,
,1,2,Transit,,0.71
,1,2,Transit,,0.72
,1,2,Transit,,
,1,2,Transit,0.03901,0.71
,1,2,Transit,,0.73
,1,1,Transit,,0.86
,1,1,Transit,,0.83
,1,1,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.96
,1,2,Transit,,0.96
,1,2,Transit,,
,1,1,Microlensing,1.1,0.58
,1,1,Microlensing,1.16,0.57
,1,1,Transit,,
,1,1,Transit,,0.97
,1,1,Transit,,0.79
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,
,1,1,Transit,,0.95
,1,1,Transit,,
,1,1,Transit,,0.79
,1,1,Transit,,0.94
,1,1,Transit,,
,1,1,Transit,,0.93
,1,1,Transit,,
,1,1,Transit,,0.74
,1,2,Transit,,
,1,2,Transit,,0.68
,1,2,Transit,,0.64
,1,2,Transit,,
,1,2,Transit,,0.52
,1,2,Transit,,
,1,2,Transit,,0.63
,1,2,Transit,,0.68
,1,2,Transit,,0.64
,1,2,Transit,,0.52
,1,2,Transit,,
,1,1,Transit,,0.91
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.88
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.67
,1,1,Transit,,
,1,1,Transit,,0.62
,1,1,Transit,,0.62
,1,1,Transit,,1.07
,1,1,Transit,,1.05
,1,1,Transit,,
,1,1,Transit,,1.02
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1
,1,1,Transit,,0.74
,1,1,Transit,,
,1,1,Transit,,0.7
,1,1,Transit,,
,1,1,Transit,0.02517,0.7
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.1
,1,1,Transit,,
,1,1,Transit,,1.05
,1,3,Transit,,
,1,3,Transit,,1.02
,1,3,Transit,,
,1,3,Transit,,1.02
,1,3,Transit,,1.02
,1,3,Transit,,
,2,1,Transit,,
,2,1,Transit,1.4,0.6
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,0.6
,2,1,Transit,,0.42
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.96
,1,1,Transit,,0.96
,1,1,Transit,,1.01
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1
,1,1,Transit,0.02737,0.99
,1,1,Transit,,0.95
,1,1,Transit,,
,1,2,Transit,,1.07
,1,2,Transit,,
,1,2,Transit,,1.06
,1,2,Transit,,1.07
,1,2,Transit,,
,1,2,Transit,,1.06
,1,2,Transit,,0.9
,1,2,Transit,,0.91
,1,2,Transit,,0.91
,1,2,Transit,,
,1,1,Transit,,1.11
,1,1,Transit,,1.27
,1,1,Transit,,0.88
,1,1,Transit,,0.89
,1,1,Transit,,0.95
,1,1,Transit,,0.71
,1,1,Transit,,0.74
,1,2,Transit,,
,1,2,Transit,,0.86
,1,2,Transit,,0.87
,1,2,Transit,0.00783,0.8
,1,2,Transit,0.00815,0.84
,1,2,Transit,0.06702,0.84
,1,2,Transit,,0.86
,1,2,Transit,,0.87
,1,1,Transit,,1.11
,1,1,Transit,,1.13
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,1.19
,1,1,Transit,0.398,1.19
,1,1,Transit,,
,1,1,Transit,0.387,1.04
,1,3,Transit,0.03543,0.79
,1,3,Transit,,0.8
,1,3,Transit,0.0403,0.79
,1,3,Transit,,0.8
,1,3,Transit,0.06651,0.79
,1,3,Transit,,0.8
,1,3,Transit,,0.8
,1,1,Transit,,
,1,1,Transit,,1.23
,1,1,Transit,,1.28
,1,1,Transit,,1.28
,1,1,Transit,1.6,1.28
,1,1,Transit,1.363,1.26
,1,1,Transit,,
,1,1,Transit,1.236,1.23
,1,1,Transit,,1.19
,1,1,Transit,0.86,1.19
,1,1,Transit,,
,1,3,Transit,,0.4
,1,3,Transit,,0.4
,1,3,Transit,,0.4
,1,2,Transit,,1.12
,1,2,Transit,0.0623,1.12
,1,2,Transit,,
,1,2,Transit,0.05978,1.07
,1,2,Transit,,
,1,2,Transit,,1.2
,1,2,Transit,,1.1
,1,2,Transit,0.06607,1.12
,1,2,Transit,0.04845,1.07
,1,2,Transit,0.0818,1.12
,1,2,Transit,,
,1,2,Transit,,1.2
,1,2,Transit,,1.1
,1,2,Transit,,1.12
,1,2,Transit,0.08495,1.12
,1,2,Transit,,
,1,2,Transit,,0.58
,1,2,Transit,,0.58
,1,1,Transit,,0.71
,1,1,Transit,,0.38
,1,2,Transit,,1.29
,1,2,Transit,,1.29
,1,1,Transit,,0.86
,1,1,Transit,,
,1,1,Transit,,0.83
,1,1,Transit,,0.87
,1,2,Transit,,0.74
,1,2,Transit,,0.74
,1,1,Transit,,0.88
,1,1,Transit,,1.32
,1,1,Transit,,0.29
,1,1,Transit,,0.29
,1,1,Transit,,0.29
,1,1,Transit,,
,1,1,Transit,0.07709,0.26
,1,1,Transit,,0.27
,1,1,Transit,,0.8
,1,1,Transit,,0.52
,1,1,Transit,,0.79
,1,1,Transit,,
,1,1,Transit,,1.08
,1,2,Transit,,0.71
,1,2,Transit,,0.71
,1,1,Transit,,0.71
,1,1,Transit,,0.52
,1,1,Transit,,1.21
,1,1,Transit,,
,1,1,Transit,,1.14
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.56
,1,1,Transit,,
,1,1,Transit,,0.53
,1,1,Transit,,0.51
,1,1,Transit,,1.39
,1,1,Transit,,1.39
,1,1,Transit,,1.39
,1,1,Transit,1.42,1.39
,1,1,Transit,,
,1,1,Transit,,1.1
,1,1,Transit,,
,1,1,Transit,0.213,1.27
,1,1,Transit,0.188,1.09
,1,1,Transit,0.223,1.1
,1,1,Transit,,1.1
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.04657,0.88
,1,1,Transit,0.04688,0.88
,1,1,Transit,,
,1,2,Transit,,0.47
,1,2,Transit,,0.5
,1,2,Transit,,0.47
,1,2,Transit,,0.5
,2,1,Transit,,
,2,1,Transit,,0.94
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,0.02058,0.92
,2,1,Transit,,
,2,4,Transit,0.03545,0.69
,2,4,Transit,0.00091,0.69
,2,4,Transit,,0.69
,2,4,Transit,,
,2,4,Transit,0.028,0.69
,2,4,Transit,0.04499,0.69
,2,4,Transit,,
,1,5,Transit,,0.84
,1,5,Transit,,0.84
,1,5,Transit,,
,1,5,Transit,,0.84
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,0.84
,1,5,Transit,,0.84
,1,5,Transit,,0.84
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,0.84
,1,5,Transit,,0.84
,1,5,Transit,,
,1,5,Transit,,0.84
,1,5,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.18
,1,1,Transit,,
,1,1,Transit,,1.16
,3,1,Transit,,1.01
,3,1,Transit,0.09722,0.87
,3,1,Transit,0.09156,0.89
,3,1,Transit,,
,3,1,Transit,,
,3,1,Transit,,0.89
,3,1,Transit,,
,3,1,Transit,,
,3,1,Transit,,0.92
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.85
,1,2,Transit,,0.75
,1,2,Transit,,0.75
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.85
,1,2,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.98
,1,1,Transit,,
,1,1,Transit,,0.98
,1,1,Transit,,0.83
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.93
,1,1,Transit,,0.86
,1,1,Transit,,0.81
,1,1,Transit,,0.93
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.89
,1,1,Transit,,
,1,1,Transit,,0.84
,1,1,Transit,,
,1,1,Transit,,0.84
,1,1,Transit,,
,1,1,Transit,,0.9
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.81
,1,1,Transit,,
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.79
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,0.77
,1,2,Transit,,0.79
,1,2,Transit,,
,1,2,Transit,,0.79
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.82
,1,1,Transit,,0.79
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,
,1,1,Transit,,1.02
,1,1,Transit,,1.01
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.4
,1,1,Transit,,
,1,1,Transit,,0.98
,1,1,Transit,,0.94
,1,1,Transit,,0.79
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.2
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.26
,1,1,Transit,,0.26
,1,1,Transit,,0.2
,1,1,Transit,,1.11
,1,1,Transit,,
,1,1,Transit,0.11673,1.03
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.82
,1,1,Transit,,
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.95
,1,2,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.89
,1,1,Transit,,
,1,1,Transit,,0.63
,1,1,Transit,,
,1,1,Transit,,0.63
,1,4,Transit,0.03046,0.83
,1,4,Transit,,
,1,4,Transit,0.04933,0.83
,1,4,Transit,,
,1,4,Transit,0.02045,0.83
,1,4,Transit,0.03367,0.83
,1,1,Transit,,0.64
,1,1,Transit,0.315,1.06
,2,1,Transit,,0.33
,2,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.95
,2,1,Transit,,
,2,1,Transit,,0.94
,2,1,Transit,,0.94
,2,1,Transit,,0.92
,2,1,Transit,0.613,0.86
,2,1,Transit,0.73,0.94
,2,1,Transit,,0.94
,2,1,Transit,,0.94
,2,1,Transit,,
,3,2,Transit,0.0343,1.19
,3,2,Transit,,
,3,2,Transit,0.774,1.19
,3,2,Transit,,
,1,1,Transit,,
,1,1,Transit,0.02014,0.93
,1,1,Transit,0.02042,0.93
,1,1,Transit,0.07709,1
,1,1,Transit,,0.96
,1,1,Transit,,0.99
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.74
,1,1,Transit,0.335,0.74
,1,3,Transit,,
,1,3,Transit,,0.53
,1,3,Transit,0.02036,0.62
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,0.55
,1,3,Transit,,0.41
,1,3,Transit,0.01608,0.55
,1,3,Transit,0.02549,0.6
,1,3,Transit,0.02039,0.6
,1,3,Transit,,0.6
,1,3,Transit,,
,1,3,Transit,0.02643,0.61
,1,3,Transit,0.02077,0.62
,1,3,Transit,,0.6
,1,3,Transit,0.01038,0.62
,1,3,Transit,,
,1,3,Transit,0.00673,0.6
,1,3,Transit,0.00661,0.61
,1,3,Transit,0.00843,0.55
,1,3,Transit,,
,1,3,Transit,0.00975,0.62
,1,3,Transit,,0.6
,1,3,Transit,,
,1,3,Transit,,0.53
,1,3,Transit,,0.6
,1,3,Transit,,0.41
,1,3,Transit,0.01321,0.6
,1,3,Transit,,0.41
,1,3,Transit,0.00881,0.6
,1,3,Transit,,0.6
,1,3,Transit,,0.55
,1,3,Transit,0.03492,0.61
,1,3,Transit,,
,1,3,Transit,0.0236,0.6
,1,3,Transit,0.00566,0.62
,1,3,Transit,,0.6
,1,3,Transit,0.00503,0.62
,1,3,Transit,,
,1,3,Transit,0.00692,0.55
,1,3,Transit,,
,1,1,Transit,,0.88
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,0.579,0.9
,1,1,Transit,,0.97
,1,1,Transit,,0.93
,1,1,Transit,,
,1,1,Transit,0.623,0.98
,1,1,Transit,0.589,0.92
,1,1,Transit,,
,1,1,Transit,,1.09
,1,1,Transit,,
,2,1,Transit,1.774,0.91
,2,1,Transit,,0.92
,2,1,Transit,,0.97
,2,1,Transit,,
,2,1,Transit,1.85665,1
,2,1,Transit,,0.91
,1,2,Radial Velocity,5.41,1.18
,1,1,Transit,,0.17
,1,2,Transit,,0.41
,1,2,Transit,,0.41
,1,1,Transit,,0.4
,1,1,Transit,,0.56
,1,1,Transit,,0.95
,2,4,Transit,,0.86
,2,4,Transit,,0.9
,2,4,Transit,,0.87
,2,4,Transit,,
,2,4,Transit,,0.92
,2,4,Transit,0.05191,0.86
,2,4,Transit,,0.88
,2,4,Transit,0.0472,0.83
,2,4,Transit,,
,2,4,Transit,0.06639,0.87
,2,4,Transit,,
,2,4,Transit,,
,2,4,Transit,0.03807,0.86
,2,4,Transit,0.02549,0.83
,2,4,Transit,,0.86
,2,4,Transit,,0.92
,2,4,Transit,0.02549,0.87
,2,4,Transit,,0.88
,2,4,Transit,,0.87
,2,4,Transit,0.02108,0.83
,2,4,Transit,0.03241,0.86
,2,4,Transit,,0.92
,2,4,Transit,,0.87
,2,4,Transit,,0.88
,2,4,Transit,,
,2,4,Transit,0.11012,0.87
,2,4,Transit,,
,2,4,Transit,,0.86
,2,4,Transit,0.00661,0.83
,2,4,Transit,,
,2,4,Transit,,0.86
,1,1,Transit,,0.12
,1,1,Transit,,0.6
,1,1,Transit,,
,1,1,Transit,,0.63
,1,1,Transit,,0.48
,1,1,Transit,,0.52
,1,1,Transit,,0.27
,1,1,Transit,,0.51
,1,1,Transit,0.26,0.9
,1,1,Transit,,
,1,1,Transit,3.6,0.31
,1,1,Transit,3.7,0.56
,1,1,Transit,,
,1,1,Transit,,0.35
,1,1,Transit,,1.23
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.22
,1,1,Transit,,
,1,1,Transit,,
,1,2,Transit,,1.1
,1,2,Transit,,
,1,2,Transit,,1.1
,1,1,Transit,,0.26
,1,1,Transit,,0.27
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.06
,1,1,Transit,,
,1,1,Transit,,1.36
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.22
,1,1,Transit,,
,1,1,Transit,,1.23
,1,1,Transit,,
,1,1,Transit,,0.86
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.91
,1,1,Transit,,0.94
,1,1,Transit,,
,1,1,Transit,,1.08
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.71
,1,1,Transit,,0.66
,1,1,Transit,,
,1,1,Transit,,0.74
,1,1,Transit,1.76,1.28
,1,1,Transit,,
,1,1,Transit,,1.12
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.16
,1,1,Transit,,1.31
,1,1,Transit,1.698,1.23
,1,1,Transit,1.11,0.64
,1,1,Transit,,1.15
,1,1,Transit,1.773,1.31
,1,1,Transit,,
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,0.93
,1,1,Transit,,
,1,1,Transit,,0.96
,1,1,Transit,,
,1,1,Transit,,0.98
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,
,1,2,Transit,,0.49
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.49
,1,2,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.51
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.56
,1,1,Transit,,0.54
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.75
,1,1,Transit,,
,1,1,Transit,,0.71
,1,1,Transit,,0.66
,1,1,Transit,,
,1,1,Transit,,0.69
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.83
,1,2,Transit,,0.83
,1,2,Transit,,
,1,1,Transit,,0.9
,1,1,Transit,,0.54
,1,1,Transit,,
,1,2,Transit,,0.7
,1,2,Transit,,0.76
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.66
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.68
,1,2,Transit,,0.66
,1,2,Transit,,0.7
,1,2,Transit,,0.76
,1,2,Transit,,0.98
,1,2,Transit,,0.98
,1,2,Transit,,1.04
,1,2,Transit,,
,1,1,Transit,,1.02
,1,1,Transit,,
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,3,Transit,,0.98
,1,3,Transit,,
,1,3,Transit,,0.98
,1,3,Transit,,
,1,3,Transit,,0.98
,1,1,Transit,,0.87
,1,1,Transit,,
,1,1,Transit,,0.43
,1,1,Transit,,0.42
,1,1,Transit,,0.96
,1,1,Transit,,0.9
,1,1,Transit,,0.98
,1,1,Transit,,0.93
,1,2,Transit,,0.8
,1,2,Transit,,
,1,2,Transit,,0.8
,1,2,Transit,,0.81
,1,2,Transit,0.01227,0.79
,1,2,Transit,0.01353,0.79
,1,2,Transit,,
,1,2,Transit,,0.81
,1,2,Transit,,0.81
,1,2,Transit,,0.8
,1,2,Transit,0.02454,0.79
,1,2,Transit,0.02486,0.79
,1,2,Transit,,0.8
,1,2,Transit,,0.77
,1,2,Transit,,
,1,1,Transit,,0.82
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.98
,1,1,Transit,,
,1,1,Transit,,0.82
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.76
,1,3,Transit,,
,1,3,Transit,,0.75
,1,3,Transit,,
,1,3,Transit,,0.75
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,0.75
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.73
,1,3,Transit,,
,1,3,Transit,,0.9
,1,3,Transit,,0.89
,1,3,Transit,,0.9
,1,3,Transit,,
,1,3,Transit,,0.81
,1,3,Transit,,
,1,3,Transit,,0.9
,1,3,Transit,,0.9
,1,3,Transit,,0.89
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,0.9
,1,3,Transit,,0.9
,1,3,Transit,,
,1,3,Transit,,0.89
,1,1,Transit,,
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.82
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.82
,1,1,Transit,,0.96
,1,1,Transit,,0.96
,1,1,Transit,,
,1,1,Transit,,0.85
,1,1,Transit,,
,1,1,Transit,,1.16
,1,1,Transit,,
,1,2,Transit,,0.73
,1,2,Transit,,0.73
,1,2,Transit,,0.73
,1,2,Transit,,0.73
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.12
,1,1,Transit,,1.05
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.67
,1,1,Transit,,
,1,1,Transit,,0.82
,1,1,Transit,,0.79
,1,1,Transit,,0.92
,1,1,Transit,,
,1,1,Transit,,0.86
,1,1,Transit,,
,1,2,Transit,,
,1,2,Transit,,1.08
,1,2,Transit,0.03776,1.07
,1,2,Transit,0.02423,1.05
,1,2,Transit,0.02297,1.03
,1,2,Transit,0.06,2.24
,1,2,Transit,0.02611,1.03
,1,2,Transit,,
,1,2,Transit,0.02328,1.05
,1,2,Transit,,1.08
,1,2,Transit,0.03115,1.07
,1,1,Transit,,0.99
,1,1,Transit,,
,1,3,Transit,,0.75
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,0.75
,1,3,Transit,,0.75
,1,3,Transit,,
,1,3,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.92
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.06
,1,5,Transit,,0.33
,1,5,Transit,,0.33
,1,5,Transit,,
,1,5,Transit,,0.33
,1,5,Transit,,
,1,5,Transit,,0.33
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,0.33
,1,1,Transit,,0.93
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.91
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.57
,1,1,Transit,,0.84
,1,1,Transit,,
,1,1,Transit,,0.84
,1,2,Transit,,0.8
,1,2,Transit,,0.8
,1,2,Transit,,0.8
,1,2,Transit,,0.8
,1,1,Transit,,1.17
,1,1,Transit,0.15826,1.53
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.12522,1.19
,1,1,Transit,0.09,0.66
,1,1,Transit,,
,1,1,Transit,,0.79
,1,1,Transit,,0.79
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.88
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.48
,1,1,Transit,,
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,2,Transit,,0.94
,1,2,Transit,,0.94
,1,2,Transit,,0.94
,1,2,Transit,,0.94
,1,1,Transit,,
,1,1,Transit,,0.49
,1,1,Transit,,0.63
,1,1,Transit,,
,1,1,Transit,,0.64
,1,1,Transit,,0.64
,1,1,Transit,,0.37
,1,1,Transit,,0.37
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,1,Transit,,0.78
,1,1,Transit,,0.78
,1,1,Transit,,
,1,1,Transit,,0.55
,1,1,Transit,,0.55
,1,1,Transit,,
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,1,Transit,,0.8
,1,1,Transit,,0.8
,1,2,Transit,,0.88
,1,2,Transit,,0.88
,1,2,Transit,,0.88
,1,2,Transit,,0.88
,1,1,Transit,,0.81
,1,1,Transit,,0.81
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,1.02
,1,1,Transit,,0.89
,1,2,Transit,,0.81
,1,2,Transit,,0.81
,1,2,Transit,,0.81
,1,2,Transit,,0.81
,1,1,Transit,0.0236,0.16
,1,1,Transit,,
,1,1,Transit,5.2,0.55
,1,1,Transit,2.2,0.57
,2,1,Transit,0.617,0.56
,2,1,Transit,,0.54
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,0.54
,2,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.7
,1,1,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.6
,1,2,Transit,,
,1,2,Transit,,0.6
,1,2,Transit,,0.57
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.57
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.15
,1,1,Transit,,1.05
,1,1,Transit,,1.15
,1,1,Transit,,0.68
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.5
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.02
,1,1,Transit,,0.96
,1,1,Transit,,
,1,1,Transit,,0.75
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.77
,1,1,Transit,,
,1,1,Transit,,0.51
,1,1,Transit,,
,1,2,Transit,,0.61
,1,2,Transit,,0.52
,1,2,Transit,,
,1,2,Transit,,0.53
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.52
,1,2,Transit,,0.61
,1,2,Transit,,0.53
,1,2,Transit,,
,1,2,Transit,,0.61
,1,2,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.21
,1,1,Transit,,1.69
,1,1,Transit,,0.72
,1,1,Transit,,
,1,1,Transit,,0.85
,1,1,Transit,,0.83
,1,1,Transit,,
,1,1,Transit,,0.42
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.67
,1,1,Transit,,0.69
,1,1,Transit,,0.7
,1,1,Transit,,
,1,1,Transit,,0.7
,1,1,Transit,,0.67
,1,1,Transit,,0.68
,1,1,Transit,,
,1,1,Transit,,
,1,3,Transit,,
,1,3,Transit,,0.89
,1,3,Transit,,
,1,3,Transit,,0.83
,1,3,Transit,,0.86
,1,3,Transit,,0.86
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,0.89
,1,3,Transit,,0.86
,1,3,Transit,,0.89
,1,3,Transit,,
,1,3,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,
,1,1,Transit,,0.97
,1,1,Transit,,
,1,1,Transit,,0.93
,1,1,Transit,,0.93
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.08
,1,1,Transit,0.426,0.97
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,1.03
,1,1,Transit,,1.02
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.21
,1,2,Transit,,0.72
,1,2,Transit,,
,1,2,Transit,,0.68
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,0.68
,1,2,Transit,,
,1,2,Transit,,0.77
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,1.4
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,1.4
,1,1,Transit,,0.74
,1,1,Transit,,0.94
,1,1,Transit,,
,1,1,Transit,,
HIP 109656,1,1,Transit,,
HIP 109656,1,1,Transit,,0.7
HIP 109656,1,1,Transit,,0.87
HIP 109656,1,1,Transit,,
HIP 109656,1,1,Transit,,
,1,1,Transit,,1.16
,1,1,Transit,0.06702,1.11
,1,1,Transit,,
,1,1,Transit,,0.75
,1,1,Transit,,0.73
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.55
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.05
,1,1,Transit,,0.97
,1,1,Transit,,0.85
,1,1,Transit,,
,1,1,Transit,,0.85
,1,1,Transit,,0.94
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.48
,1,4,Transit,,
,1,4,Transit,,0.27
,1,4,Transit,,0.22
,1,4,Transit,,0.22
,1,4,Transit,,0.27
,1,4,Transit,,0.27
,1,4,Transit,,0.22
,1,4,Transit,,0.22
,1,4,Transit,,0.27
,1,1,Transit,,1.06
,1,1,Transit,,1.06
,1,1,Transit,,
,1,1,Transit,,1.05
,1,1,Transit,,1.04
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.99
,1,1,Transit,,0.96
,1,2,Transit,,
,1,2,Transit,,1.16
,1,2,Transit,,
,1,2,Transit,,1.17
,1,2,Transit,,1.17
,1,2,Transit,,
,1,2,Transit,,1.16
,1,2,Transit,,
,1,1,Transit,,0.87
,1,1,Transit,,
,1,1,Transit,,0.85
