HIP_num,Exo,Multi,discoverymethod,MaxPMass,StarMass
,1,2,Transit,,1.06
,1,2,Transit,,0.98
,1,2,Transit,,0.98
,1,1,Transit,,0.53
,1,1,Transit,,
,1,1,Transit,,0.74
,1,1,Transit,,0.74
,1,1,Transit,,0.53
,1,1,Transit,,0.53
,1,1,Transit,,
,1,1,Transit,,0.68
,1,1,Transit,,0.77
,1,1,Transit,,0.74
,1,1,Transit,,0.53
,1,1,Transit,,0.79
,1,1,Transit,,0.72
,1,1,Transit,,0.72
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.72
,1,1,Transit,,
,1,1,Transit,,0.77
,1,1,Transit,,0.81
,1,1,Transit,,0.68
,1,1,Transit,,
,1,1,Transit,,0.65
,1,1,Transit,,0.68
,1,1,Transit,,0.61
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.62
,1,1,Transit,,1.08
,1,1,Transit,,1.15
,1,1,Transit,,1.16
,1,1,Transit,,
,1,1,Transit,,1.1
,1,1,Transit,,1.15
,1,1,Transit,,1.08
,1,1,Transit,,1.08
,1,1,Transit,,1.14
,1,1,Transit,,1.15
,1,1,Transit,,1.04
,1,1,Transit,,1.04
,1,1,Transit,,1.01
,1,1,Transit,,1.1
,1,1,Transit,,
,1,1,Transit,,1.54
,1,1,Transit,,1.04
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,4,Transit,0.17,1.08
,1,4,Transit,,1.08
,1,4,Transit,,1.24
,1,4,Transit,,1.18
,1,4,Transit,,1.1
,1,4,Transit,,1.1
,1,4,Transit,0.0343,1.17
,1,4,Transit,,
,1,4,Transit,,1.08
,1,4,Transit,,1.18
,1,4,Transit,0.03933,1.24
,1,4,Transit,,1.24
,1,4,Transit,,1.08
,1,4,Transit,0.02989,1.24
,1,4,Transit,,1.18
,1,4,Transit,,1.18
,1,4,Transit,,1.1
,1,4,Transit,,1.08
,1,4,Transit,,1.08
,1,4,Transit,,
,1,4,Transit,,1.08
,1,4,Transit,,1.24
,1,4,Transit,,1.24
,1,4,Transit,0.043,1.08
,1,4,Transit,,1.1
,1,4,Transit,0.019,1.17
,1,4,Transit,,1.08
,1,4,Transit,,
,1,4,Transit,0.019,1.17
,1,4,Transit,,1.1
,1,4,Transit,,1.08
,1,4,Transit,,1.08
,1,4,Transit,,1.08
,1,4,Transit,,1.24
,1,4,Transit,,1.24
,1,4,Transit,,1.24
,1,4,Transit,0.03555,1.24
,1,4,Transit,,1.18
,1,4,Transit,,1.18
,1,4,Transit,,
,1,4,Transit,0.013,1.17
,1,4,Transit,0.0107,1.1
,1,4,Transit,0.01982,1.24
,1,4,Transit,,1.24
,1,4,Transit,,1.08
,1,4,Transit,,
,1,4,Transit,,1.18
,1,4,Transit,,
,1,4,Transit,,1.24
,1,4,Transit,,1.24
,1,4,Transit,,1.08
,1,4,Transit,,1.18
,1,4,Transit,,1.08
,1,4,Transit,,1.1
,1,1,Transit,,0.73
,1,1,Transit,,0.84
,1,1,Transit,,
,1,1,Transit,,0.73
,1,1,Transit,,0.85
,1,1,Transit,,0.73
,1,1,Transit,,0.73
,1,1,Transit,,0.78
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,1.3
,1,1,Transit,,1.22
,1,1,Transit,,1.22
,1,1,Transit,,1.22
,1,1,Transit,,1.25
,1,1,Transit,,1.24
,1,1,Transit,,
,1,1,Transit,,1.14
,1,1,Transit,,1.24
,1,1,Transit,,1
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,1.03
,1,1,Transit,,1.01
,1,1,Transit,,0.98
,1,1,Transit,,1.03
,1,1,Transit,,1.01
,1,1,Transit,,1.09
,1,1,Transit,,0.88
,1,1,Transit,,0.88
,1,1,Transit,,0.93
,1,1,Transit,,0.99
,1,1,Transit,,0.98
,1,1,Transit,,0.99
,1,1,Transit,,
,1,1,Transit,,0.88
,1,1,Transit,,0.88
,1,1,Transit,,1.05
,1,1,Transit,,1.2
,1,1,Transit,,1.19
,1,1,Transit,,1.11
,1,1,Transit,,0.99
,1,1,Transit,,1.11
,1,1,Transit,,0.99
,1,1,Transit,,1.11
,1,1,Transit,,0.99
,1,1,Transit,,
,2,1,Transit,,0.91
,2,1,Transit,,0.94
,2,1,Transit,,0.9
,2,1,Transit,,0.99
,2,1,Transit,,0.96
,2,1,Transit,,0.9
,2,1,Transit,,0.99
,2,1,Transit,,0.9
,2,1,Transit,,0.99
,1,1,Transit,,0.94
,1,1,Transit,,1.06
,1,1,Transit,,1.1
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.1
,1,1,Transit,,
,1,1,Transit,,1.1
,1,1,Transit,,0.93
,1,1,Transit,,0.82
,1,1,Transit,,0.9
,1,1,Transit,,0.82
,1,1,Transit,,
,1,1,Transit,,1.06
,1,1,Transit,,0.82
,1,1,Transit,,1.07
,1,1,Transit,,1.06
,1,1,Transit,,0.96
,1,1,Transit,,1.06
,1,1,Transit,,1.08
,1,1,Transit,,1.19
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,1.08
,1,1,Transit,,1.15
,1,1,Transit,,1.08
,1,2,Transit,,0.95
,1,2,Transit,,
,1,2,Transit,,1.12
,1,2,Transit,,1.12
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,1.03
,1,2,Transit,,1.03
,1,2,Transit,,1.12
,1,2,Transit,,
,1,2,Transit,,1.03
,1,2,Transit,,
,1,2,Transit,,1.12
,1,2,Transit,,1.12
,1,2,Transit,,1.03
,1,2,Transit,,1.03
,1,2,Transit,,
,1,2,Transit,,1.12
,1,1,Transit,,1.18
,1,1,Transit,0.59,1.21
,1,1,Transit,,1.13
,1,1,Transit,,1.14
,1,1,Transit,,
,1,1,Transit,,1.23
,1,1,Transit,,1.13
,1,1,Transit,,1.18
,1,1,Transit,,1.18
,1,1,Transit,,
,1,1,Transit,,1.13
,1,1,Transit,0.56,1.21
,1,1,Transit,0.603,1.21
,1,1,Transit,0.59,1.23
,1,1,Transit,,1.13
,1,6,Transit,,0.73
,1,6,Transit,,0.59
,1,6,Transit,,
,1,6,Transit,0.0218,0.73
,1,6,Transit,,0.73
,1,6,Transit,,0.76
,1,6,Transit,,0.59
,1,6,Transit,,0.59
,1,6,Transit,,0.72
,1,6,Transit,,0.58
,1,6,Transit,,0.59
,1,6,Transit,,0.72
,1,6,Transit,,0.72
,1,6,Transit,,0.59
,1,6,Transit,,0.58
,1,6,Transit,0.02121,0.73
,1,6,Transit,,0.59
,1,6,Transit,,0.59
,1,6,Transit,,0.72
,1,6,Transit,,0.59
,1,6,Transit,,0.73
,1,6,Transit,,
,1,6,Transit,,0.76
,1,6,Transit,,0.73
,1,6,Transit,0.01164,0.6
,1,6,Transit,,0.59
,1,6,Transit,,
,1,6,Transit,,0.76
,1,6,Transit,,0.58
,1,6,Transit,,0.59
,1,6,Transit,,
,1,6,Transit,,0.59
,1,6,Transit,,0.59
,1,6,Transit,0.02124,0.73
,1,6,Transit,,0.73
,1,6,Transit,,0.73
,1,6,Transit,,0.72
,1,6,Transit,,0.73
,1,6,Transit,,0.59
,1,6,Transit,,0.59
,1,6,Transit,0.01299,0.73
,1,6,Transit,,0.58
,1,6,Transit,,0.59
,1,6,Transit,,0.73
,1,6,Transit,,0.73
,1,6,Transit,,
,1,6,Transit,,0.76
,1,6,Transit,0.00661,0.6
,1,6,Transit,,0.72
,1,6,Transit,,0.59
,1,6,Transit,,
,1,6,Transit,,0.73
,1,6,Transit,,0.76
,1,6,Transit,,
,1,6,Transit,,0.73
,1,6,Transit,,0.59
,1,6,Transit,,0.59
,1,6,Transit,,0.73
,1,6,Transit,,0.59
,1,6,Transit,,0.72
,1,6,Transit,,0.58
,1,6,Transit,,0.83
,1,1,Transit,,
,1,1,Transit,,0.91
,1,1,Transit,,0.92
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.85
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.69
,1,1,Transit,,0.51
,1,1,Transit,,0.63
,1,1,Transit,,0.69
,1,1,Transit,,0.67
,1,1,Transit,,0.51
,1,1,Transit,,
,1,1,Transit,,0.69
,1,1,Transit,,0.51
,1,1,Transit,,0.51
,1,1,Transit,,0.97
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,1,Transit,,0.93
,1,1,Transit,,0.94
,1,1,Transit,,
,1,1,Transit,,0.97
,1,1,Transit,,0.96
,1,1,Transit,,0.93
,1,1,Transit,,0.97
,1,1,Transit,,1.08
,1,1,Transit,,0.88
,1,1,Transit,,1.05
,1,1,Transit,,1.08
,1,1,Transit,,
,1,1,Transit,,0.88
,1,1,Transit,,0.88
,1,1,Transit,,1.01
,1,1,Transit,,0.88
,1,1,Transit,,1.08
,1,2,Transit,,0.99
,1,2,Transit,,1.02
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,1.02
,1,2,Transit,,1.01
,1,2,Transit,,1.02
,1,2,Transit,,
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,0.99
,1,2,Transit,,1.01
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,2,Transit,,1.02
,1,2,Transit,,
,1,2,Transit,,1.02
,1,2,Transit,,0.95
,1,2,Transit,,0.95
,1,1,Transit,,1.19
,1,1,Transit,,1.15
,1,1,Transit,,1.11
,1,1,Transit,,1.15
,1,1,Transit,,1.12
,1,1,Transit,,1.08
,1,1,Transit,,
,1,1,Transit,,1.12
,1,1,Transit,,1.12
,1,1,Transit,,1.15
,1,1,Transit,,0.99
,1,1,Transit,,0.95
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,1.01
,1,1,Transit,,0.99
,1,1,Transit,,
,1,1,Transit,,0.91
,1,1,Transit,,1.01
,1,1,Transit,,
,1,1,Transit,,0.53
,1,1,Transit,,0.76
,1,1,Transit,,0.53
,1,1,Transit,,
,1,1,Transit,,0.53
,1,1,Transit,,0.65
,1,1,Transit,,0.53
,1,1,Transit,,
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.01
,1,1,Transit,,1.01
,1,1,Transit,,1.05
,1,1,Transit,,1.01
,1,1,Transit,,0.99
,1,1,Transit,,1.05
,1,1,Transit,,
,1,3,Transit,,0.64
,1,3,Transit,,0.71
,1,3,Transit,,0.64
,1,3,Transit,0.054,0.68
,1,3,Transit,,0.54
,1,3,Transit,,
,1,3,Transit,,0.69
,1,3,Transit,,0.54
,1,3,Transit,,0.68
,1,3,Transit,,0.71
,1,3,Transit,,0.71
,1,3,Transit,,0.65
,1,3,Transit,,0.54
,1,3,Transit,,0.71
,1,3,Transit,,0.54
,1,3,Transit,,0.54
,1,3,Transit,,0.71
,1,3,Transit,,0.71
,1,3,Transit,,0.71
,1,3,Transit,,
,1,3,Transit,,0.68
,1,3,Transit,,0.71
,1,3,Transit,,0.69
,1,3,Transit,,0.64
,1,3,Transit,,0.54
,1,3,Transit,,0.65
,1,3,Transit,0.014,0.68
,1,3,Transit,,0.54
,1,3,Transit,,0.54
,1,3,Transit,,0.64
,1,3,Transit,,0.65
,1,3,Transit,,0.71
,1,3,Transit,,0.54
,1,3,Transit,,0.71
,1,3,Transit,,0.71
,1,3,Transit,,
,1,3,Transit,,0.54
,1,3,Transit,,0.64
,1,3,Transit,,
,1,3,Transit,,0.71
,1,3,Transit,,0.68
,1,3,Transit,,0.69
,1,3,Transit,,0.54
,1,1,Transit,,1.03
,1,1,Transit,,1.04
,1,1,Transit,,1.04
,1,1,Transit,,
,1,1,Transit,,1.04
,1,1,Transit,,1.03
,1,1,Transit,,1.04
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,
,1,1,Transit,,0.95
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,1.02
,1,1,Transit,,0.99
,1,1,Transit,,1.01
,1,1,Transit,,1.39
,1,1,Transit,,1.4
,1,1,Transit,,1.45
,1,1,Transit,,1.43
,1,1,Transit,,1.4
,1,1,Transit,,1.39
,1,1,Transit,,1.43
,1,1,Transit,,
,1,1,Transit,,1.39
,1,1,Transit,,1.43
,1,1,Transit,,0.95
,1,1,Transit,,1.05
,1,1,Transit,,1.08
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,
,1,1,Transit,,1.05
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.19
,1,1,Transit,,1.15
,1,1,Transit,,1.08
,1,1,Transit,,1.15
,1,1,Transit,,1.16
,1,1,Transit,,1.08
,1,1,Transit,,1.08
,1,1,Transit,,1.15
,1,1,Transit,,
,1,1,Transit,,1.34
,1,1,Transit,,1.34
,1,1,Transit,,1.34
,1,1,Transit,,
,1,1,Transit,,1.25
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.27
,1,1,Transit,,1.32
,1,1,Transit,,0.78
,1,1,Transit,,0.78
,1,1,Transit,,0.78
,1,1,Transit,,
,1,1,Transit,,0.86
,1,1,Transit,,0.9
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.86
,1,1,Transit,,0.86
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,0.99
,1,1,Transit,,
,1,1,Transit,,1.03
,1,1,Transit,,1
,1,1,Transit,,1.02
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,1,Transit,,0.99
,1,1,Transit,,
,1,1,Transit,,0.93
,1,1,Transit,,1
,1,1,Transit,,0.94
,1,1,Transit,,1
,1,1,Transit,,0.87
,1,1,Transit,,0.83
,1,1,Transit,,0.83
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.82
,1,1,Transit,,
,1,1,Transit,,0.86
,1,1,Transit,,0.83
,1,1,Transit,,0.84
,1,5,Transit,,0.92
,1,5,Transit,,
,1,5,Transit,0.16,0.97
,1,5,Transit,,0.97
,1,5,Transit,,0.97
,1,5,Transit,,0.91
,1,5,Transit,0.03823,0.91
,1,5,Transit,,0.96
,1,5,Transit,,0.91
,1,5,Transit,,0.97
,1,5,Transit,,0.85
,1,5,Transit,,0.92
,1,5,Transit,,0.92
,1,5,Transit,,0.91
,1,5,Transit,,0.91
,1,5,Transit,0.058,0.97
,1,5,Transit,,0.85
,1,5,Transit,,0.97
,1,5,Transit,,0.92
,1,5,Transit,,0.97
,1,5,Transit,,
,1,5,Transit,0.04373,0.91
,1,5,Transit,,0.97
,1,5,Transit,,0.96
,1,5,Transit,,0.97
,1,5,Transit,,0.92
,1,5,Transit,,0.91
,1,5,Transit,,0.97
,1,5,Transit,,0.92
,1,5,Transit,,0.97
,1,5,Transit,,
,1,5,Transit,,0.91
,1,5,Transit,,0.96
,1,5,Transit,,
,1,5,Transit,,0.97
,1,5,Transit,,
,1,5,Transit,,0.91
,1,5,Transit,,0.92
,1,5,Transit,,0.97
,1,5,Transit,,0.92
,1,5,Transit,,0.97
,1,5,Transit,,
,1,5,Transit,,0.91
,1,5,Transit,,0.96
,1,5,Transit,,0.91
,1,5,Transit Timing Variations,0.06576,0.91
,1,1,Transit,,1.08
,1,1,Transit,,1.08
,1,1,Transit,,1.11
,1,1,Transit,,1.23
,1,1,Transit,,1.11
,1,1,Transit,,
,1,1,Transit,,1.11
,1,1,Transit,,1.61
,1,1,Transit,,1.18
,1,1,Transit,,1.08
,1,1,Transit,,
,1,1,Transit,,0.81
,1,1,Transit,,0.85
,1,1,Transit,,0.81
,1,1,Transit,,0.81
,1,1,Transit,,0.85
,1,1,Transit,,0.84
,1,1,Transit,,0.76
,1,1,Transit,,0.88
,1,1,Transit,,
,1,1,Transit,,0.9
,1,1,Transit,,1.06
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,,0.95
,1,1,Transit,,0.9
,1,1,Transit,,1.01
,1,1,Transit,,1.01
,1,1,Transit,,1.1
,1,1,Transit,,0.98
,1,1,Transit,,1.1
,1,1,Transit,,0.98
,1,1,Transit,,1
,1,1,Transit,,1.1
,1,1,Transit,,
,1,1,Transit,,0.85
,1,1,Transit,,0.98
,1,1,Transit,,1.09
,1,1,Transit,,
,1,1,Transit,,1.2
,1,1,Transit,,1.07
,1,1,Transit,,1.2
,1,1,Transit,,1.15
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.2
,1,2,Transit,,0.87
,1,2,Transit,,0.87
,1,2,Transit,,1.19
,1,2,Transit,,1.12
,1,2,Transit,,
,1,2,Transit,,1.19
,1,2,Transit,,0.87
,1,2,Transit,,1.03
,1,2,Transit,,0.87
,1,2,Transit,,1.19
,1,2,Transit,,1.19
,1,2,Transit,,0.87
,1,2,Transit,,0.87
,1,2,Transit,,1.03
,1,2,Transit,,0.87
,1,2,Transit,,
,1,2,Transit,,1.19
,1,2,Transit,,1.12
,1,2,Transit,,0.87
,1,1,Transit,,0.89
,1,1,Transit,,1.17
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.17
,1,1,Transit,,0.97
,1,1,Transit,,
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,0.98
,1,1,Transit,,
,1,1,Transit,,0.98
,1,1,Transit,,0.92
,1,1,Transit,,0.92
,1,1,Transit,,0.92
,1,1,Transit,,1.02
,1,1,Transit,,0.93
,1,1,Transit,,0.98
,1,1,Transit,,0.96
,1,1,Transit,,
,1,1,Transit,,0.81
,1,1,Transit,,0.81
,1,1,Transit,,0.79
,1,1,Transit,,0.78
,1,1,Transit,,0.79
,1,1,Transit,,0.82
,1,1,Transit,,0.79
,1,1,Transit,,0.82
,1,1,Transit,,0.88
,1,1,Transit,,0.88
,1,1,Transit,,0.95
,1,1,Transit,,0.89
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.88
,1,1,Transit,,
,2,3,Transit,,
,2,3,Transit,0.132,0.63
,2,3,Transit,,
,2,3,Transit,,0.63
,2,3,Transit,,0.58
,2,3,Transit,,0.51
,2,3,Transit,,
,2,3,Transit,,0.54
,2,3,Transit,,
,2,3,Transit,,0.66
,2,3,Transit,,0.54
,2,3,Transit,,0.56
,2,3,Transit,,0.66
,2,3,Transit,,0.54
,2,3,Transit,,0.54
,2,3,Transit,,0.54
,2,3,Transit,,
,2,3,Transit,,0.54
,2,3,Transit,,0.54
,2,3,Transit,,0.56
,2,3,Transit,,0.66
,2,3,Transit,,0.58
,2,3,Transit,,
,2,3,Transit,,0.66
,2,3,Transit,,0.54
,2,3,Transit,,0.51
,2,3,Transit,0.036,0.63
,2,3,Transit,,0.63
,2,3,Transit,,
,2,3,Transit,,
,2,3,Transit,,
,2,3,Transit,,
,2,3,Transit,0.077,0.63
,2,3,Transit,,
,2,3,Transit,,0.66
,2,3,Transit,,0.58
,2,3,Transit,,0.54
,2,3,Transit,,
,2,3,Transit,,0.63
,2,3,Transit,,0.54
,2,3,Transit,,0.54
,2,3,Transit,,
,2,3,Transit,,
,2,3,Transit,,0.51
,2,3,Transit,,0.54
,2,3,Transit,,
,2,3,Transit,,0.56
,1,1,Transit,,1.07
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,1.16
,1,1,Transit,,0.95
,1,1,Transit,,1.12
,1,1,Transit,,1
,1,1,Transit,,0.92
,1,1,Transit,,0.85
,1,1,Transit,,
,1,1,Transit,,1.03
,1,1,Transit,,0.85
,1,1,Transit,,1.03
,1,1,Transit,,0.85
,1,1,Transit,,0.99
,1,1,Transit,,1.03
,1,1,Transit,,0.92
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.02
,1,1,Transit,,1.1
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,
,1,1,Transit,,1.1
,1,1,Transit,,0.61
,1,1,Transit,,0.56
,1,1,Transit,,0.68
,1,1,Transit,,0.64
,1,1,Transit,,0.68
,1,1,Transit,,0.56
,1,1,Transit,,
,1,1,Transit,,0.56
,1,1,Transit,,0.68
,1,1,Transit,,0.56
,1,1,Transit,,0.48
,1,1,Transit,,0.48
,1,1,Transit,,0.7
,1,1,Transit,,0.66
,1,1,Transit,,0.48
,1,1,Transit,,0.48
,1,1,Transit,,0.69
,1,1,Transit,,0.69
,1,1,Transit,,
,1,1,Transit,,0.69
,1,1,Transit,,1.25
,1,1,Transit,,1.06
,1,1,Transit,,1.25
,1,1,Transit,,1.06
,1,1,Transit,,1.1
,1,1,Transit,,1.25
,1,1,Transit,,1.08
,1,1,Transit,,1.25
,1,1,Transit,,1.12
,1,1,Transit,,1.08
,1,1,Transit,,1.07
,1,1,Transit,,1.08
,1,1,Transit,,1.06
,1,1,Transit,,1.03
,1,1,Transit,,1.08
,1,1,Transit,,1.06
,1,1,Transit,,1.06
,1,1,Transit,,
,1,1,Transit,,0.73
,1,1,Transit,,0.85
,1,1,Transit,,0.73
,1,1,Transit,,0.98
,1,1,Transit,,
,1,1,Transit,,0.99
,1,1,Transit,,0.73
,1,1,Transit,,0.99
,1,1,Transit,,0.73
,1,1,Transit,,0.99
,1,1,Transit,,1.09
,1,1,Transit,,1.09
,1,1,Transit,,1.09
,1,1,Transit,,1.03
,1,1,Transit,,1.09
,1,1,Transit,,1.03
,1,1,Transit,,
,1,1,Transit,,1.09
,1,1,Transit,,1.03
,1,1,Transit,,0.98
,1,1,Transit,,1.08
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.08
,1,1,Transit,,1.09
,1,1,Transit,,1.08
,1,1,Transit,,
,1,1,Transit,,1.2
,1,1,Transit,,1.22
,1,1,Transit,,1.1
,1,5,Transit,,1
,1,5,Transit,,0.99
,1,5,Transit,,1
,1,5,Transit,,1.02
,1,5,Transit,0.126,1
,1,5,Transit,,1
,1,5,Transit,,1
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,1.06
,1,5,Transit,,1.02
,1,5,Transit,,1.06
,1,5,Transit,,
,1,5,Transit,,1
,1,5,Transit,,1
,1,5,Transit,,
,1,5,Transit,,1
,1,5,Transit,,0.99
,1,5,Transit,,1
,1,5,Transit,0.064,1
,1,5,Transit,,1
,1,5,Transit,,1.06
,1,5,Transit,,1
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,1
,1,5,Transit,,1.02
,1,5,Transit,,0.99
,1,5,Transit,,
,1,5,Transit,,1.06
,1,5,Transit,,1
,1,5,Transit,,1
,1,5,Transit,,1.02
,1,5,Transit,,0.99
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,1
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,1.06
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,1
,1,5,Transit,,0.99
,1,5,Transit,,1
,1,5,Transit,,
,1,5,Transit,,1.02
,1,5,Transit,,1
,1,1,Transit,,0.85
,1,1,Transit,,0.94
,1,1,Transit,,0.78
,1,1,Transit,,0.9
,1,1,Transit,,0.78
,1,1,Transit,,
,1,1,Transit,,0.88
,1,1,Transit,,0.78
,1,1,Transit,,0.88
,1,1,Transit,,0.77
,1,1,Transit,,0.78
,1,1,Transit,,0.77
,1,1,Transit,,0.78
,1,1,Transit,,0.74
,1,1,Transit,,0.77
,1,1,Transit,,
,1,1,Transit,,0.74
,1,1,Transit,,0.74
,1,1,Transit,,0.72
,1,1,Transit,,1.02
,1,1,Transit,,1
,1,1,Transit,,0.99
,1,1,Transit,,0.96
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,1
,1,1,Transit,,
,1,1,Transit,,1
,1,1,Transit,,0.99
,1,1,Transit,,0.53
,1,1,Transit,,0.57
,1,1,Transit,,0.52
,1,1,Transit,,0.53
,1,1,Transit,,0.53
,1,1,Transit,,0.62
,1,1,Transit,,
,1,1,Transit,,0.59
,1,1,Transit,,0.74
,1,1,Transit,,0.74
,1,1,Transit,,0.75
,1,1,Transit,,0.7
,1,1,Transit,,0.75
,1,1,Transit,,0.79
,1,1,Transit,,0.74
,1,1,Transit,,0.75
,1,1,Transit,,
,1,1,Transit,,0.8
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,1,Transit,,0.93
,1,1,Transit,,0.96
,1,1,Transit,,
,1,1,Transit,,0.96
,1,1,Transit,,0.96
,1,1,Transit,,0.94
,1,1,Transit,,0.97
,1,1,Transit,,0.94
,1,1,Transit,,0.76
,1,1,Transit,,0.68
,1,1,Transit,,0.81
,1,1,Transit,,0.81
,1,1,Transit,,0.81
,1,1,Transit,,0.83
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.97
,1,1,Transit,,1.04
,1,1,Transit,,1.01
,1,1,Transit,,1
,1,1,Transit,,
,1,1,Transit,,0.97
,1,1,Transit,,1
,1,1,Transit,,0.97
,1,1,Transit,,1
,1,1,Transit,,0.97
,1,1,Transit,,1.23
,1,1,Transit,,1.16
,1,1,Transit,,1.1
,1,1,Transit,,1.16
,1,1,Transit,,
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,1.23
,1,1,Transit,0.94,1.26
,1,4,Transit,,0.97
,1,4,Transit,,0.96
,1,4,Transit,,0.96
,1,4,Transit,,0.96
,1,4,Transit,,
,1,4,Transit,,0.97
,1,4,Transit,,0.97
,1,4,Transit,,0.87
,1,4,Transit,,0.97
,1,4,Transit,,0.94
,1,4,Transit,,0.92
,1,4,Transit,,0.92
,1,4,Transit,0.00579,0.93
,1,4,Transit,,0.96
,1,4,Transit,,0.97
,1,4,Transit,,0.94
,1,4,Transit,,0.87
,1,4,Transit,0.066,0.97
,1,4,Transit,,0.97
,1,4,Transit,,0.92
,1,4,Transit,,0.97
,1,4,Transit,,0.92
,1,4,Transit,0.00676,0.93
,1,4,Transit,,
,1,4,Transit,,0.96
,1,4,Transit,,0.94
,1,4,Transit,,0.87
,1,4,Transit,,0.97
,1,4,Transit,,
,1,4,Transit,,0.96
,1,4,Transit,,0.97
,1,4,Transit,,0.96
,1,4,Transit,,
,1,4,Transit,,0.94
,1,4,Transit,,0.97
,1,4,Transit,,0.97
,1,4,Transit,,0.92
,1,4,Transit,,0.97
,1,4,Transit,,0.87
,1,4,Transit,,
,1,4,Transit,,0.96
,1,4,Transit,0.00189,0.9
,1,4,Transit,,
,1,4,Transit,,0.96
,1,1,Transit,,1.04
,1,1,Transit,,1.06
,1,1,Transit,,1.06
,1,1,Transit,,
,1,1,Transit,,1.06
,1,1,Transit,,1.09
,1,1,Transit,,1.06
,1,1,Transit,,1.04
,1,1,Transit,,1.06
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,0.99
,1,1,Transit,,0.95
,1,1,Transit,,0.89
,1,1,Transit,,0.99
,1,1,Transit,,
,1,1,Transit,,0.94
,1,1,Transit,,0.95
,1,1,Transit,,1.02
,1,1,Transit,,1.18
,1,1,Transit,,1.02
,1,1,Transit,,1.2
,1,1,Transit,,1.19
,1,1,Transit,,1.2
,1,1,Transit,,1.23
,1,1,Transit,,1.02
,1,1,Transit,,1.2
,1,1,Transit,,
,1,1,Transit,,1.21
,1,1,Transit,,1.27
