HIP_num,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
HD 195087 ,0.05,,,,-0.1,-0.04,-0.15,-0.11,-0.01,0.14,-0.09,0.02,0.04,-0.18,0.04,0.02,,23.947,-32.391,74.362,N/A 
HIP 26129 ,0.04,,0.02,-0.07,-0.23,-0.04,-0.17,-0.08,0.03,,-0.05,-0.06,0.01,-0.16,,-0.03,0.13,7.94,70.493,15.064,thin 
HIP 91666 ,-0.33,,-0.03,-0.15,-0.54,-0.09,-0.21,-0.25,0.09,,,0.03,,-0.49,-0.09,-0.35,,19.071,-103.952,100.468,thin 
HD 117190B ,-0.04,,-0.02,,-0.24,-0.1,-0.2,-0.06,-0.03,,-0.06,-0.06,-0.06,-0.29,-0.09,-0.09,,-52.962,-21.518,16.078,N/A 
HIP 91673 ,-0.23,,0.38,0.25,-0.34,0.05,-0.13,0.03,-0.1,0.03,-0.13,-0.09,-0.24,-0.42,0.04,-0.12,-0.29,19.706,-107.167,201.074,thin 
HIP 58919 ,-0.16,,,,-0.09,-0.09,-0.04,-0.15,-0.08,-0.09,0.04,0.03,-0.09,-0.34,-0.13,-0.16,,-35.891,-0.775,11.303,thin 
HIP 58924 ,-0.32,,,,-0.27,-0.12,-0.19,-0.23,-0.2,0.06,-0.06,-0.19,-0.22,-0.41,-0.16,-0.2,-0.38,-13.615,-0.296,57.889,thin 
HIP 91700 ,-0.01,,-0.03,-0.03,-0.07,0.03,0.01,-0.02,0.06,-0.01,0.06,0.03,0.01,-0.08,-0.04,-0.04,0.11,5.004,-26.976,-18.833,thin 
HIP 91701 ,-0.06,,-0.1,0.01,-0.15,0.03,-0.01,-0.07,-0.04,0,-0.02,-0.11,-0.05,-0.17,-0.07,-0.08,-0.04,4.326,-23.314,-49.321,thin 
HIP 58939 ,-0.05,,,,0.04,0.14,0.07,0.04,0.02,0.2,0.15,0.05,0.12,-0.09,0.06,-0.01,,-76.124,-1.7,27.045,N/A 
HIP 91708 ,-0.39,,-0.09,0.08,-0.4,-0.07,-0.24,-0.15,-0.39,-0.02,-0.22,-0.19,-0.19,-0.44,-0.08,-0.28,,21.211,-114.058,135.285,thin 
2MASS 19483571+4617490 ,0.21,,0.18,0,0.17,0.2,0.13,0.2,0.23,,0.19,0.13,0.22,0.14,,0.25,0.18,75.685,-147.592,173.551,N/A 
2MASS 19224227+4817394 ,-0.32,,-0.24,-0.28,-0.39,-0.27,-0.53,-0.29,-0.24,,-0.26,-0.36,-0.36,-0.42,,-0.32,-0.03,196.925,-521.803,625.851,N/A 
HIP 58948 ,-0.38,-3.29,-0.32,-0.26,-0.31,-0.2,-0.13,-0.17,-0.24,-0.22,-0.23,-0.36,-0.33,-0.5,-0.18,-0.33,0.05,-51.223,-1.164,7.87,thin 
HIP 58950 ,-0.18,,-0.17,-0.23,-0.21,-0.08,-0.14,-0.15,-0.12,-0.1,-0.12,-0.21,-0.17,-0.36,-0.15,-0.17,-0.23,-31.891,-0.727,-17.477,thin 
HD 146362 ,-0.02,,-0.02,-0.06,-0.1,0,-0.1,-0.03,0.03,0.14,-0.03,-0.03,0.01,-0.17,0.04,-0.07,0.24,-8.342,-16.855,12.617,N/A 
HIP 58952 ,-0.31,-3.37,-0.08,0.09,-0.23,0.07,0.02,-0.01,-0.19,-0.16,-0.05,-0.16,-0.34,-0.45,0.02,-0.22,-0.36,-22.509,-0.516,96.797,thin 
HIP 91726 ,0.17,,0.21,0.24,0.29,-0.09,0.01,-0.03,0.1,0.41,0.2,0.44,0.14,-0.06,0.22,0.29,0.97,11.052,-59.237,-9.601,thin 
HIP 58962 ,-0.78,-1.38,-0.69,-0.5,-0.86,-0.65,-0.93,-0.7,-0.63,-0.73,-0.69,-0.69,-0.83,-1.1,-0.72,-0.84,-0.96,-109.543,-2.588,-54.859,N/A 
HIP 58983 ,0.3,,0.32,0.22,0.19,0.24,0.2,0.22,0.25,,0.21,0.22,0.24,0.2,,0.3,0.27,-67.517,-1.648,103.914,thin 
HIP 58989 ,-0.11,-3.56,-0.16,-0.07,0.03,0.05,0.18,0.16,-0.03,0.01,0.01,0.03,0.01,-0.17,0.03,-0.02,-0.17,-58.126,-1.436,113.784,thin 
HIP 91768 ,-0.35,,-0.27,-0.23,,-0.25,-0.39,-0.37,-0.21,,-0.2,,,,,,,0.33,-1.75,3.039,thin 
HIP 91773 ,0.07,,,,0.13,0.39,0.38,0.21,0.18,0.98,0.19,0.05,0.21,-0.08,0.42,0.11,0.36,6.18,-32.688,52.961,thin 
2MASS 19242333+3852321 ,-0.06,,-0.05,-0.11,-0.2,-0.08,-0.2,-0.07,-0.01,,-0.11,-0.03,-0.07,-0.25,,-0.05,-0.16,201.594,-522.52,451.518,N/A 
HD 121537B ,0,,-0.14,,0.05,-0.21,,-0.04,0.08,0.1,-0.22,-0.17,-0.16,-0.3,-0.06,-0.02,-0.25,-97.099,-53.883,-8.966,N/A 
HIP 91782 ,-0.2,,,,-0.3,-0.18,-0.31,-0.15,-0.16,-0.01,-0.2,-0.11,-0.15,-0.41,-0.19,-0.18,,16.153,-85.237,86.528,thin 
HIP 91784 ,0.07,,-0.05,0.03,0.17,0.23,0.09,0.13,0.1,0.25,0.07,0.21,0.15,-0.02,0.06,0.1,,24.047,-126.848,187.511,thin 
HIP 59021 ,-0.06,-0.79,-0.04,0.01,-0.18,-0.07,-0.14,-0.1,-0.03,0.04,-0.08,-0.15,-0.1,-0.29,0,-0.1,-0.05,-43.246,-1.149,-28.052,thin 
HIP 91805 ,-0.35,,-0.25,-0.25,-0.35,-0.16,-0.27,-0.31,-0.3,-0.24,-0.25,-0.37,-0.35,-0.56,-0.29,-0.36,-0.26,6.466,-33.941,-35.655,N/A 
HIP 26273 ,-0.4,,-0.22,-0.28,-0.57,-0.3,-0.4,-0.38,-0.34,-0.31,-0.31,-0.43,-0.43,-0.72,-0.36,-0.46,-0.38,7.474,70.179,-36.929,thin 
HIP 91811 ,-0.26,,-0.46,-0.17,-0.53,-0.34,-0.51,-0.4,-0.3,-0.22,-0.42,-0.41,-0.46,-0.74,-0.38,-0.44,-0.45,15.757,-82.652,241.522,thin 
2MASS 22140337+5431362 ,0.35,,,,,,0.38,0.47,0.47,,0.34,,,,,0.24,,99.743,-49.699,156.387,N/A 
HIP 91815 ,-0.11,,-0.11,0.05,-0.21,-0.04,-0.22,-0.05,-0.14,-0.07,-0.25,-0.15,-0.23,-0.42,-0.15,-0.17,,43.682,-228.834,274.864,N/A 
HD 190166 ,-0.29,-0.76,-0.18,-0.2,-0.4,-0.2,-0.43,-0.29,-0.26,,-0.26,-0.18,-0.32,-0.53,,-0.36,-0.24,45.05,-76.588,86.874,N/A 
2MASS 00021423+3228190 ,-1.44,,,,-1.27,-0.96,,-1.05,-1.08,,-1.07,-1.51,-1.54,-1.86,-1.39,-1.36,,395.031,3.856,251.402,N/A 
HIP 91823 ,-0.2,,,,-0.01,0.06,-0.08,0.01,0.03,0.3,-0.04,0.11,0.03,-0.09,0.04,0.06,-0.15,8.29,-43.355,70.144,N/A 
HIP 59080 ,-0.06,,,,-0.06,-0.01,-0.03,-0.1,-0.07,-0.02,-0.06,-0.01,-0.11,-0.3,-0.12,-0.14,,-45.296,-1.372,4.606,N/A 
HD 192020 ,0.05,,-0.03,0.04,-0.1,-0.04,-0.11,-0.02,0.05,,0.02,0.04,0,-0.16,,-0.04,0.07,10.366,-16.051,15.145,N/A 
HIP 91852 ,-0.08,,0.02,-0.09,0.01,0.22,-0.02,0.06,-0.02,-0.22,0.02,-0.06,-0.1,0.07,-0.12,-0.07,,20.079,-104.264,78.731,thin 
HIP 91854 ,0.12,-2.28,,,0.54,0.24,0.24,0.29,0.23,0.32,0.2,0.3,0.2,0.52,0.29,0.17,,9.85,-51.122,-109.404,thin 
HIP 91857 ,-0.14,-1.99,-0.08,-0.07,-0.13,-0.14,-0.16,-0.12,-0.08,-0.11,-0.04,-0.13,-0.11,-0.3,-0.17,-0.16,,7.625,-39.56,-41.464,N/A 
HIP 91860 ,-0.23,,,,-0.29,-0.23,-0.25,-0.25,-0.21,,-0.13,-0.26,-0.21,,-0.28,-0.23,,7.48,-38.772,-47.334,thin 
HIP 26326 ,-0.14,-0.7,0.12,0.06,-0.24,-0.28,-0.38,-0.09,-0.21,,-0.32,-0.38,,-0.49,-0.3,-0.27,,4.53,43.864,27.559,thin 
HIP 59109 ,-2.24,-0.94,-1.87,-1.68,-2.22,-1.94,-2.96,-2.16,-1.95,,-1.9,,-2.49,-3.01,-2.13,-2.42,,-175.251,-5.547,-17.606,N/A 
HIP 59110 ,0.36,,0.33,0.18,0.29,0.23,0.22,0.27,0.29,,0.24,0.24,0.27,0.27,,0.36,0.28,-86.573,-2.746,16.103,thin 
HD 204212 ,-0.29,,,,-0.27,0.07,-0.22,-0.06,-0.14,-0.07,-0.18,-0.12,-0.21,-0.48,-0.17,-0.21,,75.324,-60.753,179.734,N/A 
HD 198894 ,0.03,,,,0.15,0.12,-0.01,0.16,0.18,0.27,0.1,0.22,0.19,0.08,0.14,0.17,,4.596,-5.238,36.665,N/A 
HIP 91887 ,-0.57,,-0.26,-0.06,-0.57,-0.18,-0.41,-0.31,-0.35,-0.29,-0.31,-0.46,-0.55,-0.85,-0.34,-0.48,,28.391,-146.376,163.382,thin 
HIP 91889 ,0.24,,,,0.25,0.33,0.3,0.19,0.33,0.51,0.26,0.21,0.27,0.16,0.37,0.21,0.54,16.075,-82.836,3.863,thin 
HIP 91901 ,0.12,,,,0.38,0.1,0.23,0.23,0.22,0.35,0.18,0.29,0.16,0.11,0.27,0.14,,17.152,-87.966,-66.847,thin 
HIP 26366 ,-0.58,-2.69,-0.5,-0.32,-0.38,-0.19,-0.18,-0.32,-0.35,-0.39,-0.3,-0.44,-0.54,-0.71,-0.4,-0.52,-0.9,3.407,33.699,5.541,thick 
HIP 26373 ,-0.07,,-0.12,0.04,-0.08,0,-0.01,0.08,-0.01,-0.05,-0.07,-0.09,0.08,-0.17,-0.07,-0.06,0.19,1.654,16.387,-18.269,thin 
HIP 59143 ,0.13,-0.71,0.26,0.05,0.18,0.13,-0.07,0.18,0.16,,0.2,,0.07,,,0.16,,-34.799,-1.162,-15.484,thin 
HIP 26380 ,-0.17,-0.94,0.06,-0.02,-0.12,-0.16,-0.34,-0.11,-0.13,,-0.02,,-0.17,,,-0.18,,1.068,10.626,-36.521,thin 
HIP 26381 ,-0.37,-2.65,-0.06,-0.06,-0.42,-0.06,-0.19,-0.24,-0.3,-0.11,-0.13,-0.29,-0.45,-0.74,-0.2,-0.38,-0.43,2.956,29.411,11.188,thin 
2MASS 19035249+4121488 ,0.17,,-0.01,0.29,-0.06,0,-0.08,0.08,0.19,,0.21,0.1,0.16,-0.1,,0.09,0.31,204.527,-714.744,654.583,N/A 
HIP 26394 ,0.11,-0.94,0.16,0.02,0.13,0.17,0.08,0.11,0.14,0.17,0.13,0.06,0.1,0.02,0.11,0.13,0.1,0.301,3.012,-18.027,thin 
HIP 91936 ,-0.2,,-0.16,-0.1,-0.59,-0.26,-0.42,-0.28,-0.32,-0.2,-0.4,-0.44,-0.5,-0.83,-0.29,-0.45,-0.6,30.931,-157.285,281.591,N/A 
2MASS 19224155+3841276 ,0.05,,-0.04,-0.15,-0.19,-0.04,-0.1,0,0.09,,-0.01,0,0.05,-0.16,,-0.04,0.08,135.937,-360.257,308.384,N/A 
HIP 91940 ,0,-0.18,,,-0.15,-0.04,-0.13,-0.07,0.03,0.24,-0.02,0.06,0.01,-0.09,-0.08,-0.03,0.11,8.746,-44.461,30.56,thin 
HIP 91941 ,-0.05,,,,-0.36,-0.23,-0.32,-0.28,-0.09,-0.02,-0.19,-0.14,-0.2,-0.46,-0.19,-0.25,-0.42,7.278,-36.994,58.696,thin 
HIP 59175 ,-0.16,,-0.14,-0.06,-0.24,-0.15,-0.34,-0.16,-0.08,,-0.11,-0.15,-0.17,-0.46,,-0.23,-0.16,-36.369,-1.288,30.165,thin 
HIP 59176 ,-0.19,,0.04,-0.18,-0.27,-0.03,-0.19,-0.09,-0.08,,-0.12,-0.16,-0.37,-0.17,-0.24,-0.31,,-30.16,-1.069,43.852,thin 
HIP 59180 ,-0.21,,0.05,-0.24,-0.26,-0.09,-0.16,-0.13,-0.1,,-0.15,-0.21,-0.35,-0.21,-0.23,-0.27,,-29.738,-1.059,43.24,thin 
HIP 91949 ,0.22,,0.31,0.21,0.39,0.29,0.28,0.33,0.28,0.4,0.31,0.35,0.27,0.25,0.43,0.35,0.14,3.766,-19.113,18.703,thin 
HIP 91950 ,-0.44,,-0.22,-0.03,-0.34,-0.1,-0.25,-0.14,-0.1,-0.01,-0.18,-0.11,-0.18,-0.38,-0.15,-0.16,-0.35,12.721,-64.555,139.889,thin 
2MASS 19405218+4035321 ,-0.25,,-0.24,-0.26,-0.36,-0.25,-0.29,-0.3,-0.23,,-0.18,-0.25,-0.26,-0.36,,-0.23,-0.23,291.524,-619.034,586.307,N/A 
HIP 59199 ,-0.3,0.14,-0.21,,0.12,0.05,0.23,-0.05,0.02,,0,,-0.08,,-0.09,-0.04,0,-13.57,-0.498,-6.254,thin 
2MASS 18492618+4238587 ,0.07,,0.02,0.17,-0.02,0.09,-0.02,0.06,0.19,,0.23,-0.14,0.1,-0.18,,0.11,-0.08,63.386,-289.276,272.787,N/A 
HIP 26437 ,0.14,-0.82,0.17,0.16,0.11,0.16,0.09,0.15,0.17,0.33,0.13,0.15,0.16,-0.02,0.19,0.21,0.1,1.349,13.729,50.388,thin 
HIP 59210 ,-0.06,,,,,0.01,-0.1,0.05,-0.03,,-0.22,-0.44,-0.23,,,-0.09,-0.2,-162.674,-6.122,81.141,thin 
2MASS 11174536-1903171 ,-0.07,-0.34,-0.08,-0.01,-0.26,-0.1,-0.3,-0.08,0,0.24,0,-0.03,-0.04,-0.38,0.02,-0.16,-0.08,-354.107,66.02,-124.415,N/A 
HIP 91985 ,-0.1,,-0.24,-0.15,-0.16,-0.02,-0.28,-0.15,-0.16,0,-0.16,-0.08,-0.13,-0.35,-0.17,-0.18,,31.477,-158.522,229.933,thin 
HIP 26452 ,-0.67,-1.24,-0.41,-0.2,-0.79,-0.56,-0.83,-0.55,-0.7,,-0.69,-0.79,,-1.4,-0.66,-0.89,,3.421,34.98,90.311,thick 
HIP 59233 ,-0.69,-2.65,-0.24,-0.16,-0.56,-0.44,-0.43,-0.59,-0.51,-0.14,-0.3,-0.46,-0.62,-1.04,-0.55,-0.71,,-70.072,-2.726,28.032,thick 
2MASS 19025086+4942239 ,-0.06,,-0.04,-0.03,-0.21,0,-0.06,-0.03,-0.03,,0.06,0.07,-0.07,-0.3,,-0.05,-0.13,129.039,-458.704,562.012,N/A 
HIP 92003 ,-0.34,,-0.38,-0.01,-0.25,-0.21,-0.37,-0.3,-0.17,-0.15,-0.27,-0.22,-0.31,-0.54,-0.23,-0.3,-0.49,30.432,-152.476,240.485,thin 
HIP 26468 ,0.2,,0.16,0.33,0.13,0.15,0.27,0.19,0.13,,0.19,0.2,0.21,,0.22,0.25,,6.32,65.053,-91.849,N/A 
HIP 59239 ,-1.4,,-2.1,-0.87,-1.44,-1.1,,-1.09,-1.04,,-1.15,-1.48,-1.43,-1.87,,-1.46,-0.74,-238.856,-9.432,398.118,N/A 
HD 177192 ,-0.12,,,,0.18,0.2,-0.11,0.18,0.23,,-0.02,,-0.17,,,-0.06,,42.552,-135.21,-416.479,N/A 
2MASS 19234667+4028481 ,0.07,,0.07,-0.01,-0.19,0.01,-0.08,-0.02,0.05,,0.01,-0.05,0.08,-0.14,,0.03,0.12,230.017,-600.956,549.19,N/A 
HIP 26486 ,-0.26,,,,-0.33,-0.28,-0.37,-0.27,-0.24,-0.08,-0.13,-0.23,-0.26,-0.4,-0.17,-0.2,-0.16,1.359,14.124,68.87,thin 
HIP 92026 ,0.25,-0.95,,,0.29,0.26,0.23,0.24,0.22,0.4,0.25,0.34,0.24,0.25,0.38,0.33,0.14,12.35,-61.428,42.604,thin 
2MASS 19004979+4523036 ,0.1,,0.01,-0.04,-0.05,0.05,0,0.06,0.1,,0.08,0.1,0.08,0,,0.11,0.08,46.592,-171.398,180.016,N/A 
HIP 26493 ,0.05,,-0.26,-0.17,-0.22,-0.14,-0.21,-0.28,0.03,,-0.05,-0.12,-0.04,-0.07,,0.06,0.42,31.568,329.21,-87.109,N/A 
2MASS 19480452+5024323 ,0.18,,0.11,0.12,0.03,0.14,-0.01,0.14,0.18,,0.13,0.22,0.18,0.05,,0.18,0.2,111.09,-217.85,295.692,N/A 
HIP 92032 ,-0.43,,,,,-0.11,-0.33,-0.04,-0.41,,-0.61,-0.74,-0.18,,,-0.54,-0.38,40.759,-202.504,75.061,thin 
2MASS 19253306+4431447 ,-0.03,,-0.14,0.19,-0.16,-0.1,-0.23,0,0.02,,-0.02,0.02,-0.02,-0.13,,-0.02,0.04,136.072,-347.433,367.045,N/A 
HIP 26501 ,-0.22,,-0.37,,-0.28,-0.2,-0.24,-0.2,-0.23,,-0.14,-0.23,-0.22,,-0.32,-0.23,,1.682,17.593,-18.369,thin 
HIP 26505 ,-0.37,-3.78,-0.07,-0.16,-0.35,-0.19,-0.17,-0.21,-0.2,-0.05,-0.15,-0.16,-0.36,-0.67,-0.05,-0.36,-0.43,1.214,12.718,16.03,thin 
HIP 92043 ,0.01,-1.56,0,-0.03,0.03,-0.09,-0.09,0.04,0.01,0.64,0.02,0.03,0.01,-0.22,0.19,-0.06,0.22,3.671,-18.178,6.951,thin 
HIP 59280 ,0.2,-3.58,0.08,-0.08,0,0.14,0.12,0.12,0.2,0.19,0.19,0.13,0.17,0.06,0.25,0.18,0.18,-19.007,-0.798,16.106,thin 
2MASS 19323844+4852522 ,-0.14,,-0.04,0.02,-0.27,-0.12,-0.24,-0.2,-0.12,,-0.11,-0.11,-0.11,-0.3,,-0.15,-0.13,161.368,-377.225,470.014,N/A 
HIP 59285 ,0.11,-3.54,-0.04,-0.04,0.25,0.22,0.32,0.25,0.04,0.23,0.18,0.15,0.07,0.36,0.26,0.14,0.02,-74.212,-3.139,2.461,thin 
HIP 92056 ,0.14,-2.81,-0.14,0.03,0.06,0.04,-0.04,0.01,0,0.14,0.01,0.09,0.05,-0.14,0.05,0.02,-0.05,5.558,-27.454,98.239,thin 
HIP 59296 ,0.01,,0,,-0.03,-0.01,0.24,0.02,0.09,0.55,0.28,0.52,0.06,-0.23,0.18,0.03,,-13.672,-0.592,-14.274,thin 
HIP 92064 ,-0.26,,-0.26,0.06,-0.48,-0.3,-0.47,-0.39,-0.34,-0.14,-0.27,-0.34,-0.42,-0.76,-0.34,-0.44,-0.74,50.328,-248.109,430.801,N/A 
HIP 59299 ,-0.24,,-0.02,0.1,-0.21,-0.16,-0.31,-0.18,-0.16,,-0.14,-0.25,-0.25,-0.64,-0.21,-0.24,,-79.443,-3.458,-18.996,thin 
2MASS 19194044+4200051 ,-0.16,,-0.09,-0.06,-0.3,-0.18,-0.39,-0.2,-0.13,,-0.17,-0.26,-0.17,-0.43,,-0.21,-0.03,182.613,-503.953,482.657,N/A 
HIP 26534 ,-0.03,-1.08,0.06,0.01,0.12,0.03,0.02,0.01,0.02,0.08,0.03,-0.02,-0.04,-0.18,0.03,0,,4.956,52.998,-16.192,thin 
HIP 26542 ,-0.53,,-0.35,,-0.33,-0.5,-0.32,-0.52,-0.35,0,-0.11,0.08,-0.39,-0.72,-0.41,-0.51,,2.15,23.036,-18.31,N/A 
HIP 92080 ,-0.41,,-0.53,-0.32,-0.51,-0.35,-0.44,-0.42,-0.34,-0.28,-0.4,-0.32,-0.43,-0.62,-0.35,-0.4,-0.54,20.233,-99.386,173.476,thin 
HIP 59315 ,0.03,,-0.04,-0.08,-0.08,-0.03,0.03,-0.02,0.02,0.06,0.05,0.02,0.13,-0.09,-0.06,-0.03,0.1,-24.633,-1.087,-28.546,thin 
HIP 59316 ,-0.07,-2.57,-0.23,-0.2,0.2,0.08,0.11,0.42,0.03,-0.1,-0.07,-0.11,0.13,0,0.09,0.08,-0.16,-73.756,-3.26,-30.761,thin 
HIP 92086 ,-0.19,-3.68,-0.36,-0.26,-0.16,-0.07,-0.06,-0.11,-0.15,-0.14,-0.15,-0.28,-0.21,-0.29,-0.08,-0.19,-0.22,16.506,-81.012,-43.037,N/A 
HIP 92088 ,-0.03,-3.26,-0.18,-0.04,0.09,0.24,0.16,0.16,-0.02,0.02,0.01,-0.06,0.06,0.06,0.15,0.02,0.1,13.526,-66.37,34.011,thin 
HIP 59330 ,-0.69,,,-0.18,-0.66,-0.44,-0.63,-0.53,-0.53,-0.59,-0.48,-0.81,-0.73,-1.02,,-0.74,,-48.231,-2.162,67.656,thin 
HIP 59334 ,-0.64,-3.34,-0.47,-0.25,-0.47,-0.22,-0.2,-0.27,-0.33,-0.45,-0.36,-0.53,-0.57,-0.86,-0.43,-0.57,-0.66,-234.841,-10.544,69.055,thin 
HIP 59341 ,0.2,,0.25,0.2,0.16,0.3,0.1,0.16,0.17,,0.16,,0.12,0.29,,0.23,,-74.638,-3.379,-71.826,thin 
2MASS 19480506+4122378 ,0.04,,-0.02,-0.13,-0.16,-0.04,-0.15,0.04,0.07,,-0.02,-0.02,0.06,-0.14,,0,0.17,89.935,-176.347,174.382,N/A 
HIP 92116 ,-0.47,,-0.35,0,-0.51,-0.34,-0.45,-0.35,-0.37,-0.23,-0.45,-0.37,-0.49,-0.76,-0.38,-0.49,,63.197,-307.407,298.453,thin 
HIP 59357 ,-0.21,-1.62,-0.16,,-0.18,-0.18,-0.2,-0.2,-0.16,-0.16,-0.14,-0.24,-0.23,-0.44,-0.24,-0.23,,-52.555,-2.444,-16.041,N/A 
HIP 59367 ,0.12,,-0.06,0.03,-0.03,0.03,-0.03,-0.11,0.07,,0.05,0,0.07,0.05,,0.12,0.25,-106.361,-5.018,-17.622,thin 
HIP 92135 ,-0.14,,-0.35,-0.14,-0.26,-0.19,-0.36,-0.26,-0.12,-0.11,-0.23,-0.15,-0.19,-0.44,-0.27,-0.28,-0.27,17.287,-83.622,169.528,thin 
HD 144463A ,-0.32,,-0.44,-0.27,-0.39,-0.24,-0.4,-0.31,-0.22,-0.18,-0.33,-0.25,-0.28,-0.59,-0.35,-0.29,,-18.265,-28.317,301.342,N/A 
HIP 59380 ,-0.5,-1.13,-0.36,-0.52,-0.5,-0.39,-0.51,-0.42,-0.4,-0.42,-0.46,-0.49,-0.52,-0.7,-0.44,-0.49,-0.61,-24.49,-1.173,-25.676,thin 
HIP 59382 ,0.31,,0.34,0.11,,,,0.35,,,,,,,,,,-37.095,-1.781,15.659,thin 
HIP 26617 ,-0.63,-2.41,-0.25,-0.16,-0.61,-0.38,-0.58,-0.42,-0.44,,-0.65,-0.73,-0.63,-1.08,-0.54,-0.65,,9.147,101.77,7.057,N/A 
HIP 92167 ,-1.34,-2.28,-1.33,-1.01,-1.52,-1.06,-1.34,-1.1,-1.11,-1.32,-1.21,-1.41,-1.42,-1.89,-1.16,-1.47,-1.5,8.271,-39.674,148.399,thick 
HIP 26649 ,0.02,-2.5,-0.34,-0.12,0.21,0.13,0.16,0.11,0.13,0.02,0,-0.07,0.03,-0.1,0.01,-0.04,0.04,8.403,95.238,-61.213,thin 
HIP 59420 ,0.32,,0.24,,0.32,0.3,0.27,0.28,0.19,,0.32,0.34,0.41,,0.37,0.34,,-52.982,-2.629,-33.968,N/A 
HIP 26653 ,0,,0.03,-0.09,-0.13,-0.1,-0.09,-0.06,-0.02,0.22,-0.04,-0.09,0,-0.19,-0.06,-0.12,-0.05,1.488,16.898,22.428,thin 
2MASS 19363364+3817318 ,0.17,,0.03,0,0.08,-0.06,0.01,0.13,0.33,,0.11,0.09,0.04,0.1,,0.05,-0.11,33.621,-75.019,64.906,N/A 
HIP 26664 ,0.3,,0.3,0.14,0.26,0.34,0.3,0.28,0.25,0.4,0.29,0.28,0.29,0.36,0.47,0.32,0.24,4.029,46.115,4.915,thin 
2MASS 19182590+4420435 ,0.25,,0.21,0.1,0.25,0.24,0.17,0.25,0.28,,0.21,0.29,0.24,0.24,,0.32,0.21,151.154,-424.303,440.247,N/A 
HIP 26676 ,-1.03,-2.02,,-0.58,-1.14,-0.86,,-0.92,-0.92,,-0.78,,-1.12,,,-1.09,-1.07,6.071,69.959,15.154,thick 
HIP 59448 ,0.04,-0.77,0,0.04,0,0.07,0.05,0.09,0.12,-0.08,0.16,0.05,0.05,-0.16,0.01,0.06,,-31.894,-1.621,-44.636,thin 
2MASS 12280113+0727211 ,0.34,,,,0.75,0.26,,0.18,0.36,,0.52,0.54,,,,0.2,0.16,-99.086,-12.175,13.065,N/A 
HIP 26688 ,-0.39,,,,-0.43,-0.45,,-0.27,-0.4,,-0.21,-0.69,,,,-0.47,,5.284,61.289,-21.455,thin 
HIP 26689 ,-0.06,,-0.11,0.14,-0.16,-0.05,-0.19,-0.07,0.05,,-0.02,-0.03,0.01,-0.29,,-0.14,0.03,4.704,54.574,16.114,thin 
HIP 92226 ,-0.14,,,,0.03,0.07,0.13,0.08,-0.05,0.24,0.09,0.17,-0.08,-0.2,0.16,-0.09,,17.541,-82.982,-72.199,thin 
HIP 59459 ,-0.07,,,,,0.06,-0.08,-0.01,-0.15,,-0.26,-0.42,-0.28,,,-0.04,-0.32,-144.816,-7.442,62.518,thin 
HIP 26695 ,0,,,,0.02,-0.02,-0.01,0.13,-0.03,,0.01,,-0.11,,,0.01,,42.376,494.463,17.957,thin 
HIP 92233 ,0.07,-0.47,0.16,0.05,0.1,0.13,0.04,0.09,0.13,0.18,0.08,-0.02,0.04,-0.08,0.11,0.07,0.08,1.889,-8.921,-42.42,thin 
BD+44 3149 ,-0.04,,-0.06,-0.08,-0.24,-0.06,-0.15,-0.12,0.01,,-0.06,-0.1,-0.09,-0.2,,-0.08,0.17,70.836,-172.844,184.471,N/A 
HIP 26711 ,0.18,,,,0.3,0.12,0.13,0.16,0.2,,0.13,0.03,0.11,,0.15,0.07,,18.701,220.352,122.466,thin 
HIP 92250 ,-0.27,,0.25,,-0.28,-0.14,-0.1,-0.25,-0.2,,0.02,0.02,-0.22,,-0.2,-0.25,,5.898,-27.733,-5.074,thin 
HD 191469 ,-0.25,,-0.14,0.04,-0.08,-0.02,-0.08,-0.06,-0.04,0.12,-0.03,0.07,0.01,-0.21,0,0.01,,23.325,-40.44,253.141,N/A 
HIP 26722 ,0.01,-0.45,-0.03,-0.04,-0.05,-0.01,-0.09,-0.02,0.03,0.01,-0.02,-0.09,0,-0.17,-0.02,-0.07,0.08,3.522,41.757,-31.104,thin 
HIP 59490 ,-1.28,-0.77,-0.98,-0.76,-1.28,-0.88,-0.95,-0.67,-1.08,-1.18,-1.03,,-1.31,-1.57,-1.11,-1.05,-0.83,-129.575,-6.804,30.58,thick 
HIP 92262 ,-0.19,-0.95,-0.12,-0.04,-0.16,-0.12,-0.37,-0.18,-0.18,-0.07,-0.17,-0.24,-0.24,-0.45,-0.15,-0.24,-0.28,10.247,-48.006,-12.885,thin 
2MASS 19241171+3650235 ,0.25,,0.06,-0.04,0.05,0.09,0.04,0.08,0.28,,0.19,0.2,0.27,0.1,,0.17,0.33,,,,N/A 
HIP 92270 ,-0.01,-0.49,0.14,0.06,-0.05,-0.01,-0.1,-0.04,0.01,0.58,-0.1,-0.06,-0.09,-0.25,0.04,-0.06,0.02,5.633,-26.347,11.723,thin 
HIP 26737 ,-0.19,-1.46,-0.15,-0.22,-0.22,-0.15,-0.2,-0.18,-0.12,-0.18,-0.13,-0.19,-0.17,-0.39,-0.23,-0.22,-0.1,2.491,29.762,-18.196,thin 
